word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
sreundlich	1	0	0	1	0	0	1	0	0	1
Hoegen	1	0	0	1	0	1	1	0	0	1
Mortel	1	0	0	0	0	0	0	0	0	0
Rückläufiges	0	1	0	0	0	0	0	1	0	0
Lihbling	1	0	0	0	0	0	1	0	0	1
fleischlichen	0	1	0	0	0	0	0	0	0	0
Wecket	1	0	0	1	0	0	0	0	0	0
Fortsetz	1	0	0	1	0	0	0	0	0	1
muthig	1	0	0	0	0	1	0	0	0	0
Raethsel	0	0	0	0	0	0	0	0	1	0
Kranken-Häuser	0	0	0	0	0	1	0	1	0	1
Thalente	1	0	0	0	0	0	0	0	0	0
Vollständigers	1	0	0	0	0	0	0	0	0	0
Conmunicationen	0	0	0	0	0	0	0	0	0	1
Sack	0	1	0	1	0	0	0	0	0	0
Schmertzlichster	0	1	1	0	1	1	0	1	0	0
Vollständigern	1	0	0	0	0	0	0	0	0	0
Gräffinn	1	0	0	0	0	0	0	0	0	0
Flaggschiff	0	0	0	0	0	0	0	0	0	1
verführend	0	1	0	0	0	0	0	0	0	0
Vollständigere	1	0	0	0	0	0	0	0	0	0
Vorgab	0	1	0	0	0	0	0	0	0	0
Verstirbt	0	1	0	0	0	0	0	1	0	0
Gereiniget	1	0	0	0	0	0	1	0	0	1
Loew	1	0	0	0	0	1	0	0	0	0
Allerreichlichst	1	0	0	0	0	0	1	0	0	0
Stifftung	1	0	0	0	0	0	0	0	0	0
Verprannt	0	1	0	0	1	0	0	0	0	0
Rücktritt	0	1	0	0	0	0	0	1	1	0
stürmerisch	0	1	0	0	0	1	0	0	0	0
Verstrick	0	1	1	0	1	1	0	1	0	0
Falschern	0	1	1	0	1	0	0	0	0	0
Forthsetzung	0	0	0	1	0	0	0	0	0	0
Umkeme	0	1	0	0	0	0	0	1	0	0
Wertsteigerungen	1	0	0	0	0	0	0	0	0	0
Schuffst	1	0	0	0	0	0	1	0	0	0
Spätigen	0	1	0	0	0	0	0	1	0	0
Negationen	0	1	1	0	0	0	0	0	0	0
Eingenohmmen	1	0	0	0	0	0	1	0	0	1
Nüzlicheres	1	0	0	0	0	0	0	0	0	0
Erreichten	1	0	0	0	0	0	1	0	0	1
Beher	1	0	1	0	0	1	0	1	0	0
Ereichung	1	0	0	0	0	0	0	0	0	0
Geleüchtet	1	0	0	1	0	0	1	0	0	1
Papagoy	0	1	0	0	1	0	0	0	0	0
Erreichbares	1	0	0	1	0	0	0	0	0	0
Allerlot	1	0	0	0	0	0	0	0	0	0
Ἠϊ	1	0	0	0	0	0	0	0	0	0
gott 's	1	0	0	1	0	1	1	0	0	1
Wohlthäther	1	0	0	0	0	0	0	0	0	1
Schrekgespenste	0	1	1	0	0	1	0	1	0	0
Erreichbarem	1	0	0	1	0	0	0	0	0	0
Nechern	0	1	0	0	0	0	0	1	0	0
Heurateten	1	0	0	1	0	1	1	0	1	1
Kathechismen	0	0	0	0	1	0	0	0	0	0
Lebhaftester	1	0	0	0	0	0	1	0	0	0
Befreyungs	1	0	0	1	0	0	1	0	0	1
Schüldigstem	0	1	1	0	0	0	0	1	0	0
Schüldigsten	0	1	1	0	0	0	0	1	0	0
glaubwürdig	1	0	0	0	0	0	0	0	0	1
Ungläubligen	0	1	0	0	0	0	0	0	0	0
Fräundschaft	1	0	0	0	0	0	1	0	0	1
Regirten	1	0	0	0	0	0	0	0	0	1
Verdörben	0	1	1	1	1	1	0	1	0	0
Horen	0	1	0	0	0	1	0	0	0	0
Verringernd	0	1	0	0	0	0	0	0	0	0
Uiberschuss	0	1	0	0	0	0	0	0	0	0
Überzügete	1	0	0	1	0	0	0	0	0	1
Führungs	1	0	0	0	0	0	0	0	0	1
Brahch	0	0	0	0	0	0	0	0	1	0
Befreyunge	1	0	0	1	0	0	1	0	0	1
Choweress	1	0	0	0	0	0	1	0	0	1
Verträtte	0	0	0	1	0	0	0	0	0	0
lokalisieren	0	0	0	1	0	0	0	0	0	0
Lüche	0	1	1	0	1	0	0	1	0	0
Hymmel	1	0	0	0	0	0	1	0	0	1
Schüldigster	0	1	1	0	0	0	0	1	0	0
Wümmelt	0	0	0	0	1	0	0	0	0	0
Füeren	0	0	0	0	0	0	0	0	0	1
Gespieen	0	0	0	0	1	0	0	0	0	0
Bereutet	1	0	0	0	0	1	0	0	0	0
Geschäncke	1	0	0	1	0	0	1	0	1	1
Auffblöhet	0	1	0	0	1	0	0	0	0	0
Siegess	1	0	0	1	0	0	1	0	0	1
Farthen	1	0	0	1	0	1	1	0	0	0
Tzwiling	1	0	0	0	0	0	0	0	0	0
Reiferes	1	0	0	0	0	0	0	0	0	0
Landbewohners	0	0	0	0	0	0	0	0	0	1
mühesamblich	0	1	0	0	0	0	0	0	0	0
Landbewohnern	0	0	0	0	0	0	0	0	0	1
Dänken	0	0	0	1	0	0	0	0	0	0
Geschäncks	1	0	0	1	0	0	1	0	1	1
Geschänckt	1	0	0	0	0	0	0	0	0	1
Reiferem	1	0	0	0	0	0	0	0	0	0
Reiferen	1	0	0	0	0	0	0	0	0	0
Karr'N	0	0	0	0	1	0	0	0	0	0
Juaristen	0	0	0	0	0	0	0	0	0	1
Verblüfften	0	0	0	0	0	0	0	0	1	0
Unerschrockner	1	0	0	0	0	0	0	0	0	0
Mangel	0	1	1	0	1	1	0	1	0	0
Geschmacke	1	0	0	1	1	0	1	1	0	1
Schüssen	0	1	1	0	0	1	0	1	1	0
Enthaltenem	1	0	0	0	0	0	0	0	0	0
Ästhetischem	1	0	0	0	0	0	0	0	0	0
Regierts	1	0	0	0	0	0	0	0	0	1
Bürgermeysteren	1	0	0	0	0	0	0	0	0	0
Flansches	0	0	0	0	0	0	0	0	0	1
Arbeitsversäumnisse	0	1	0	0	0	0	0	0	0	0
Sprü	0	1	1	0	0	1	0	0	0	0
Regiertn	1	0	0	0	0	0	0	0	0	1
Gedenkestu	1	0	0	1	0	0	1	1	0	0
Nachwürkung	0	1	1	0	1	1	0	1	0	0
Schüsset	0	1	1	0	0	1	0	0	0	0
Enthaltenes	1	0	0	0	0	0	0	0	0	0
Schüsser	0	1	1	0	0	1	0	1	1	0
Regierte	1	0	0	0	0	0	0	0	0	1
Aufhöbe	0	1	0	0	0	0	0	0	0	0
Ἅς	1	0	0	0	0	0	0	0	0	0
Mannschaft	0	0	0	0	0	0	0	0	0	1
Bösse	0	1	1	0	1	1	0	1	0	0
Pflükte	0	1	0	0	0	0	0	0	0	0
Furchtloseste	1	0	0	0	0	1	0	0	0	0
Einreichete	0	0	0	1	0	0	0	0	0	0
Letst	0	0	0	1	0	0	0	1	0	0
music	1	0	0	0	0	0	1	1	0	0
Erschlagne	0	1	1	0	0	0	0	0	0	0
Besonderen	1	0	0	0	0	0	1	0	0	0
Deemuht	1	0	0	0	0	0	0	0	0	1
l e tzterm	0	0	0	1	0	0	0	1	0	0
Demüthigstem	1	0	0	0	0	0	0	0	0	0
Mängell	0	1	1	0	1	1	0	1	0	0
Kumel	1	0	0	1	0	0	1	0	0	1
Menschlichs	1	0	0	0	0	0	0	0	0	0
Menschlichr	1	0	0	0	0	0	0	0	0	0
Gerstell	0	1	0	0	0	0	0	1	0	0
Menschlicht	1	0	0	0	0	0	0	0	0	0
Ziment	0	0	0	1	0	0	0	0	0	1
Vernachlessiget	0	1	1	0	1	0	0	1	0	0
Oberflächliche	0	1	0	0	0	0	0	0	0	0
Buoh	0	1	0	0	0	0	0	0	0	0
Prahleten	0	1	0	0	0	0	0	0	0	0
nachdencklichen	1	0	0	0	0	0	0	0	0	1
Menschliche	1	0	0	0	0	0	0	0	0	0
entschuldigendem	1	0	0	0	0	0	0	0	0	1
Landwirthschaften	1	0	0	0	0	0	0	0	0	1
anvertrauend	0	0	0	0	0	0	0	0	0	1
Abeziehn	0	1	1	0	0	0	0	0	0	0
Lebensmitel	1	0	0	0	0	0	1	0	0	1
Menschlichn	1	0	0	0	0	0	0	0	0	0
gefühllos	0	1	1	0	1	0	0	0	0	0
Geleckt	0	1	0	0	1	0	0	0	0	0
Brauts	1	0	0	1	0	0	1	0	0	1
Brautt	1	0	0	1	0	0	1	0	0	1
Gemeinwesens	1	0	0	0	0	0	0	0	0	1
Verbrannet	0	1	0	0	1	0	0	0	0	0
Rivalität	0	1	1	0	0	0	0	0	0	0
Gtragen	0	1	0	0	0	0	0	0	0	1
Verbührt	1	0	0	0	0	0	0	0	0	0
Betrige	0	1	1	0	1	0	0	1	0	0
Übertrefft	1	0	0	1	0	0	1	0	1	1
Unterarms	0	0	1	1	0	0	0	0	0	0
Lämmerne	1	0	0	0	0	0	1	0	0	1
Honigte	1	0	0	0	0	0	0	0	0	0
verschleichen	0	1	0	0	0	0	0	0	0	0
Verbessrung	1	0	0	0	0	0	1	0	0	1
Mängeln	0	1	1	0	1	1	0	1	0	0
Vorteilhaftesten	1	0	0	0	0	0	0	0	0	0
Vngeordneter	0	1	0	0	0	0	0	0	0	0
Conmunication	0	0	0	0	0	0	0	0	0	1
wann	0	1	1	0	0	1	0	1	0	0
hönig	1	0	0	0	0	0	0	0	0	0
Katheter	0	1	0	0	0	0	0	0	0	0
sterben	0	1	1	0	1	1	0	1	0	0
überlebt 's	1	0	0	0	0	0	0	0	0	0
Verband	0	1	1	0	0	1	0	1	0	0
weyplichen	1	0	0	0	0	0	0	0	0	0
Zucker	1	0	0	0	0	0	0	0	0	0
Zucket	0	1	0	1	1	1	0	1	1	0
Ἄλλ	0	0	0	0	0	1	0	0	0	0
Geheimnüsses	0	0	0	1	0	0	0	0	1	0
Akademiens	1	0	0	0	0	0	0	0	0	0
Serment	0	1	0	1	0	0	0	0	0	0
Bescheinigung	0	0	0	0	0	0	0	0	0	1
Anmuthgen	1	0	0	0	0	0	0	0	0	0
Abendteurliche	1	0	0	0	0	0	0	0	0	0
Meissn	0	1	0	0	0	0	0	0	0	0
Mayister	1	0	0	0	0	0	0	0	0	0
Truog	0	1	0	0	0	0	0	0	0	1
Geheimnüssen	0	0	0	1	0	0	0	0	1	0
Zwingendste	0	1	0	1	1	1	0	0	1	0
unterhaltsam	1	0	0	1	0	0	1	0	0	0
Gebäue	1	0	0	0	0	0	0	0	0	0
Flüchtgen	0	1	0	0	0	0	0	0	1	0
Verweiln	0	0	0	1	0	0	0	0	0	0
Gebäud	1	0	0	0	0	0	0	0	0	0
Erzwungenem	1	0	1	0	0	1	0	0	0	0
Beruhrte	0	1	0	0	0	0	0	0	0	0
ohnvergesslich	1	0	0	0	0	0	1	0	1	1
Verweile	0	0	0	1	0	0	0	0	0	0
Scheurn	0	1	0	0	0	0	0	0	0	0
Vermüten	0	0	0	0	0	0	0	0	1	0
Ferce	0	1	0	0	0	0	0	0	0	0
Organischem	1	0	0	0	0	0	0	0	0	0
Allerfeftesten	0	0	0	0	0	0	0	0	0	1
Verweilt	0	0	0	1	0	0	0	0	0	0
ohnauffhörlich	0	1	0	0	0	0	0	0	0	0
Geneissen	1	0	0	1	0	0	1	0	0	1
persönlich	0	0	0	0	0	0	0	0	0	1
Blutbades	0	1	1	0	1	1	0	1	1	0
Verdürbt	0	1	1	1	1	1	0	1	0	0
Grimmigften	0	1	1	1	1	1	0	1	0	0
Auszeichne	1	0	0	0	0	0	1	0	0	1
Iugendliches	0	1	0	0	0	0	0	0	0	0
Iugendlicher	0	1	0	0	0	0	0	0	0	0
Trosst	1	0	0	0	0	0	0	0	0	0
linienn	0	0	0	0	0	1	0	0	0	0
Rechtmessiger	1	0	0	0	0	0	0	0	0	1
Rechtmessiges	1	0	0	0	0	0	0	0	0	1
Verdürbe	0	1	1	1	1	1	0	1	0	0
Rechtsänwälte	1	0	1	0	0	1	0	0	0	1
Volles	0	1	0	0	0	1	0	1	0	0
abzuzieh'nen	0	1	1	0	0	0	0	0	0	0
Schlagenn	0	1	1	0	0	1	0	1	1	0
Beklagenswerthern	0	1	1	0	1	1	0	1	0	0
Bankrutt	0	1	0	0	0	1	0	1	0	0
Navigator	0	0	0	1	0	0	0	0	0	1
Hesslichkeit	0	1	0	0	1	1	0	1	0	0
Schlagene	0	1	1	0	0	1	0	1	1	0
Geschertzet	1	0	0	0	0	0	1	0	1	0
Nachbarschaft	0	0	0	1	0	0	0	0	0	0
Erschutteren	0	1	0	0	0	1	0	0	0	0
Ausschliesse	0	1	0	0	1	0	0	1	0	0
Schendliche	0	1	1	0	1	0	0	0	0	0
Volmacht	0	0	0	0	0	0	0	0	0	1
Critisiren	0	1	1	0	1	1	0	1	0	0
Zuofürkommen	1	0	1	1	1	1	1	0	1	1
Verzeugnissen	0	0	0	0	0	0	0	0	0	1
Mper	1	0	0	0	0	0	0	0	0	0
Ausschliesst	0	1	0	0	1	0	0	1	0	0
verstehn 's	1	0	0	0	0	0	0	0	0	1
Schendlichs	0	1	1	0	1	0	0	0	0	0
Beyzutreten	1	0	0	0	0	0	0	0	0	0
Liefrungen	1	0	0	1	0	0	0	0	0	0
Lerlinge	0	0	0	0	0	0	0	0	0	1
Gethei-Lt	0	1	0	0	0	0	0	0	0	0
Weibesbild	0	1	1	0	1	0	0	0	0	0
Galantem	1	0	0	0	0	0	0	0	0	0
Galanten	1	0	0	0	0	0	0	0	0	0
Helligkeiten	1	0	0	0	0	0	0	0	0	0
Abhängigten	1	0	0	0	0	0	0	0	0	1
Geheeget	1	0	0	1	0	0	1	0	1	1
Beschämende	0	1	0	0	0	0	0	1	0	0
Mühesamsten	0	1	0	0	0	0	0	0	0	0
Bawms	1	0	1	1	1	0	1	0	1	1
Gfelt	0	1	0	0	0	1	0	1	0	0
Hik	0	1	0	0	0	0	0	0	0	0
Reiften	1	0	0	1	0	0	0	0	0	0
Galanter	1	0	0	0	0	0	0	0	0	0
Galantes	1	0	0	0	0	0	0	0	0	0
Flagranten	0	1	1	0	1	0	0	0	0	0
Schiffbares	1	0	0	1	0	0	0	0	0	0
Kreutzgange	0	1	0	0	0	0	0	0	0	0
Böcke	1	0	0	0	0	1	0	0	1	0
Mollige	0	0	0	1	0	0	0	0	0	0
Erschwerten	0	1	1	0	0	0	0	1	0	0
Aloh	1	0	0	1	0	0	1	0	0	0
Näcken	0	1	1	1	0	0	0	1	0	0
Paut	1	0	0	0	0	0	0	0	0	0
anzuzihen	0	0	1	0	0	0	0	0	0	0
Cauberth	0	0	0	1	0	0	0	0	1	0
Hoffnungsvollere	1	0	0	1	0	0	1	0	1	1
Heuschreck	0	1	0	0	0	1	0	0	0	0
Vndurchsichtigs	0	1	0	0	0	0	0	0	0	0
Nazionen	0	0	0	0	0	0	0	0	0	1
Beysst	0	1	0	0	0	0	0	0	0	0
Flagrantes	0	1	1	0	1	0	0	0	0	0
zucken	0	1	0	1	1	1	0	1	1	0
Plünderte	0	1	1	0	1	1	0	1	1	0
Schubbs	0	1	1	0	0	0	0	0	0	0
Heuraten	1	0	0	1	0	1	1	0	1	1
se e lig	1	0	0	0	0	0	1	0	0	0
Längre	0	0	0	1	0	0	0	0	0	0
aroma 's	1	0	0	0	0	0	0	0	0	0
Jägers	0	1	0	1	0	1	0	1	0	0
Ahnungsloses	0	1	0	0	0	0	0	0	0	0
Prügelst	0	1	1	0	1	1	0	1	0	0
Jägern	0	1	0	1	0	1	0	1	0	0
Weinss	0	0	0	0	0	0	0	1	0	0
Verletzet	0	1	1	0	1	1	0	1	0	0
schrecklchen	0	1	1	1	1	1	0	1	0	0
Heuratet	1	0	0	1	0	1	1	0	1	1
Allerschlaffsten	0	1	0	0	1	0	0	0	0	0
Allersusseste	1	0	0	1	0	0	1	0	1	1
Jägere	0	1	0	1	0	1	0	1	0	0
Berewe	1	0	0	0	0	1	0	0	0	0
Geklaget	0	1	1	0	0	0	0	1	0	0
rechthaberisch	0	1	1	0	0	0	0	0	0	0
Zerstrewt	0	1	1	0	0	0	0	0	0	0
Früchtbare	1	0	0	0	0	0	0	0	0	0
Überlegne	1	0	0	0	0	0	0	0	0	0
Gesprächige	0	1	0	0	0	0	0	0	0	0
Ableuft	0	1	0	0	0	0	0	0	0	0
Zahlte	1	0	0	1	0	0	1	0	0	1
Zerkitzelt	1	0	0	1	0	0	1	0	1	1
Delpherin	1	0	0	0	0	0	1	0	1	1
Gichten	0	1	0	0	0	0	0	0	0	0
einsperrend	0	1	1	0	1	1	0	1	0	0
Peinlichkeit	0	1	0	0	1	0	0	0	0	0
Intress	1	0	0	0	0	0	0	0	0	0
Comprimiret	0	0	1	0	0	0	0	0	0	0
Satein	1	0	0	0	0	0	0	0	0	0
Lese	1	0	0	0	0	0	0	0	0	0
Sprew	0	1	1	0	0	1	0	0	0	0
Spreu	0	1	1	0	0	1	0	0	0	0
Entwikkelte	1	0	0	1	0	0	0	0	0	0
Gedachtens	1	0	0	1	0	0	1	1	0	0
Verzweifält	0	1	0	0	0	1	0	1	0	0
Sportlichen	1	0	0	0	0	0	0	0	0	0
menlichen	1	0	0	0	0	0	0	0	0	0
Metsten	0	1	0	0	0	0	0	1	0	0
überflüssig	0	1	0	0	0	0	0	0	0	0
Comprimiren	0	0	1	0	0	0	0	0	0	0
Undankbahr	0	1	1	0	1	0	0	0	0	0
Engren	0	1	0	0	0	0	0	0	0	0
verterblichen	0	1	1	0	1	1	0	1	0	0
Sjngen	1	0	0	1	0	0	1	1	0	1
vnfelbar	1	0	0	0	0	0	0	0	0	0
Prüeven	0	1	0	1	0	0	0	0	0	0
Emphehlen	1	0	0	0	0	0	0	0	0	1
Widerwerdige	0	1	0	0	1	0	0	0	0	0
Auswürfft	0	1	0	0	0	0	0	0	0	0
Duplicität	0	1	1	0	0	0	0	0	0	0
Melancholischten	0	1	0	0	0	0	0	1	0	0
lauerndem	0	1	0	0	0	0	0	0	0	0
Allererkennbarste	1	0	0	1	0	0	0	0	0	0
Cronick	1	0	0	0	0	0	0	0	0	1
Bescheidenem	1	0	0	0	0	0	0	0	0	1
Nasskalt	0	0	0	0	1	0	0	0	0	0
Auswürffe	0	1	0	0	0	0	0	0	0	0
Gemssen	1	0	0	0	0	0	0	0	0	1
Geschenek	1	0	0	1	0	0	1	0	1	1
Veränderlichern	1	0	0	1	0	0	0	0	0	0
Günftigere	1	0	0	1	0	0	1	0	1	1
Bewusztseins	1	0	0	0	0	0	0	0	0	0
Bayonette	0	1	1	0	0	1	0	0	0	0
Facta	1	0	0	0	0	0	0	0	0	1
schreklichen	0	1	1	1	1	1	0	1	0	0
Saubertu	1	0	0	0	0	0	0	0	0	0
Kir-Che	1	0	0	1	0	0	1	0	0	1
Prinzessinenn	1	0	0	0	0	0	0	0	0	0
Lernetest	1	0	0	0	0	0	0	0	0	0
stätige	0	0	0	0	0	0	0	0	1	1
Allerbekannteste	1	0	0	0	0	0	0	0	0	0
Rein'Gen	1	0	0	0	0	0	1	0	0	1
Niger	0	1	0	0	0	0	0	0	0	0
Schwöhr	1	0	0	0	0	0	0	0	0	1
Krampf	0	1	0	1	0	0	0	0	0	0
Factt	1	0	0	0	0	0	0	0	0	1
Unmenschlichkeit	0	1	0	0	0	0	0	1	0	0
Rücktritte	0	1	0	0	0	0	0	1	1	0
Starcke	1	0	0	0	0	0	0	0	0	0
Bewusst-Seyn	1	0	0	0	0	0	0	0	0	0
Starckh	1	0	0	0	0	0	0	0	0	0
scheinen	0	1	1	0	1	0	0	0	0	0
Herabläst	0	1	0	0	0	0	0	0	0	0
leuchtend	1	0	0	1	0	0	1	0	0	1
Zunaigung	1	0	0	0	0	0	1	0	0	1
Gefängnuss	0	1	1	0	0	1	0	1	0	0
Nüzlicher	1	0	0	0	0	0	0	0	0	0
Starcks	1	0	0	0	0	0	0	0	0	0
Rücktritts	0	1	0	0	0	0	0	1	1	0
Fürbotte	0	1	1	1	0	1	0	0	0	0
Putzi 's	1	0	0	0	0	0	0	0	0	0
Abgezoge	0	1	1	0	0	0	0	0	0	0
nidrigt	0	1	0	0	0	0	0	1	0	0
lohn 's	1	0	0	0	0	0	1	0	0	0
verdrängend	0	1	1	0	0	0	0	1	0	0
Erwiderten	1	0	0	0	0	0	0	0	0	0
Sparet	1	0	0	0	0	0	1	0	0	1
Gethailet	0	1	0	0	0	0	0	0	0	0
Enteignen	0	1	1	0	0	1	0	1	0	0
Klährste	1	0	0	0	0	0	0	0	0	0
Verniegen	1	0	0	0	0	0	0	0	0	0
Verhasse	0	1	1	0	1	1	0	0	0	0
Lokvogel	0	0	0	0	0	0	0	0	1	0
Unfähigkeiten	0	1	0	0	0	0	0	1	0	0
Corilla	0	1	0	0	0	0	0	0	0	0
Gewaltsäm	0	1	1	0	0	1	0	0	0	0
Erschlägst	0	1	1	0	0	0	0	0	0	0
Söltner	0	1	0	0	0	1	0	0	0	0
Sparen	1	0	0	0	0	0	1	0	0	1
Enteignet	0	1	1	0	0	1	0	1	0	0
Lordschaften	1	0	0	0	0	0	0	0	0	0
unwiderruflichen	0	1	0	0	0	0	0	0	0	0
Vernarrete	1	0	0	0	0	0	0	0	0	0
Esorgen	1	0	0	0	0	0	0	0	0	0
Heroinnen	0	1	0	0	0	0	0	0	0	0
Gärten	1	0	0	0	0	0	1	0	0	0
Eingehst	0	1	0	0	0	0	0	0	0	0
Critisirt	0	1	1	0	1	1	0	1	0	0
unbestreitbar	1	0	0	0	0	0	0	0	0	1
Durchfuhrten	1	0	0	0	0	0	1	0	0	0
Adstringiret	0	1	0	0	0	0	0	0	0	0
Leuthenant	0	0	0	0	0	0	0	0	0	1
Ohngeschickt	0	1	1	0	1	0	0	0	0	0
Verwesete	0	1	0	0	1	0	0	1	0	0
blutrünstig	0	1	1	0	1	1	0	0	0	0
Ruhigste	1	0	0	0	0	0	0	1	0	0
Critisire	0	1	1	0	1	1	0	1	0	0
Schmiehre	0	1	0	0	1	0	0	0	0	0
Rugk	0	0	0	0	0	0	0	0	1	0
Zerrissest	0	1	0	0	0	0	0	0	0	0
Schichet	1	0	0	0	0	0	0	0	0	0
Allerdöhmütigste	1	0	0	0	0	0	0	0	0	0
Ausgestorbne	0	1	0	0	0	0	0	1	0	0
Vornembste	1	0	0	0	0	0	0	0	0	0
hysterisch	0	1	1	0	0	1	0	0	0	0
Angrifs	0	1	1	0	0	1	0	0	0	0
Schnidet	0	1	1	1	0	1	0	1	0	0
Leuchttyürme	1	0	0	0	0	0	0	0	0	0
Feindlichen	0	1	1	0	1	1	0	0	0	0
Zufügte	0	1	1	0	0	1	0	1	0	0
Schnider	0	1	0	0	0	1	0	0	0	0
Zett	0	0	0	1	0	0	0	0	0	0
Feindlicher	0	1	1	0	1	1	0	0	0	0
Feindliches	0	1	1	0	1	1	0	0	0	0
Schniden	0	1	1	1	0	1	0	1	0	0
Verletztet	0	1	1	0	1	1	0	1	0	0
Bässer	1	0	0	1	0	0	1	0	1	1
Langere	0	0	0	1	0	0	0	0	0	0
Uebertriebener	0	1	1	0	0	0	0	0	0	0
Vornemstem	1	0	0	0	0	0	0	0	0	0
Verschleiche	0	1	0	0	0	0	0	0	0	0
Ueblem	0	1	1	0	1	1	0	0	0	0
Rückerstattung	1	0	0	0	0	0	0	0	0	1
Geliferet	1	0	0	0	0	0	0	0	0	1
fewrichen	1	0	0	1	0	0	1	0	0	0
Thorheit	0	1	0	0	0	0	0	0	0	0
Überflüssigere	0	1	0	0	0	0	0	0	0	0
communicierend	1	0	0	0	0	0	0	0	0	1
Hämmorrhoiden	0	1	0	0	0	0	0	0	0	0
Verbundenes	0	0	0	0	0	0	0	0	0	1
Verbundener	0	0	0	0	0	0	0	0	0	1
Eyserns	1	0	0	0	0	0	0	0	0	1
Eingedenck	1	0	0	0	0	0	0	0	0	0
Bissen	0	1	0	0	0	0	0	0	0	0
Fchlechtesten	0	1	1	0	1	1	0	1	0	0
Verbothst	0	1	1	0	1	1	0	0	0	0
Prüfung	0	1	0	0	0	1	0	0	1	0
Schändtlichste	0	1	1	0	1	0	0	0	0	0
Allersauersten	0	1	0	0	1	0	0	0	0	0
Schrient	0	1	1	0	1	1	0	0	1	0
Stochel	0	1	1	0	0	1	0	0	0	0
knallen	0	1	1	0	1	1	0	1	1	0
Verzücken	1	0	0	0	0	0	1	0	1	1
Hmmlischer	1	0	0	1	0	0	1	0	0	1
wollstsen	0	1	0	0	0	0	0	1	0	0
Worteen	0	1	1	0	0	0	0	0	0	0
Thef	0	1	1	0	0	0	0	0	0	0
elend	0	1	1	0	1	1	0	1	0	0
Kränckliche	0	1	0	0	0	1	0	1	0	0
Degradiert	0	1	0	0	1	0	0	0	0	0
Missionars	1	0	0	0	0	0	0	0	0	0
Sahler	0	1	0	0	0	1	0	1	0	0
Kätzer	0	1	0	0	1	0	0	0	0	0
Künst'Gen	1	0	0	1	0	0	1	1	1	0
Nachparn	1	0	0	1	0	0	0	0	0	1
Kräncklicht	0	1	0	0	0	1	0	1	0	0
Sprachwissenschaftler	1	0	0	0	0	0	0	0	0	1
braütigam	1	0	0	1	0	0	1	0	0	1
Unbeqvemer	0	1	1	0	1	0	0	1	0	0
Zerleget	0	0	0	0	0	0	0	1	0	0
Entdekk	1	0	0	0	0	0	0	0	0	0
Flossen	1	0	0	0	0	0	0	0	0	0
Vertrettet	0	0	0	1	0	0	0	0	0	0
Favorit	1	0	0	0	0	0	1	0	0	1
Ausrottete	0	1	0	0	0	1	0	1	0	0
Couriere	0	0	0	0	0	0	0	0	0	1
Verläumde	0	1	1	0	1	0	0	0	0	0
Vertretten	0	0	0	1	0	0	0	0	0	0
Flosset	1	0	0	0	0	0	0	0	0	0
Entdekt	1	0	0	0	0	0	0	0	0	0
