word	positive	negative	neutral
ausgemergelt	0	1	0
beneiden	0	1	0
inhuman	0	1	0
Fest	1	0	0
Übertragung	1	0	0
begrenzt	0	1	0
Legitimität	1	0	0
erlauchen	1	0	0
Gegenschein	0	1	0
arbeiten	1	0	0
sinnwidrig	0	1	0
binden	1	0	0
Argwohn	0	1	0
Durchschreiten	1	0	0
Bestürztheit	0	1	0
Genozid	0	1	0
Mikroriss	0	1	0
Gefühlvoll	1	0	0
Emanzipieren	1	0	0
inflatorisch	0	1	0
Meinungsverschiedenheit	0	1	0
Hilfreiche	1	0	0
hochgeistig	1	0	0
Schwerverbrecherin	0	1	0
Feindschaft	0	1	0
Strengte	0	1	0
unbeseh	0	1	0
hektisch	0	1	0
Ätzen	0	1	0
Klasse	1	0	0
Buhmann	0	1	0
Harmlosigkeit	1	0	0
verbunden	1	0	0
flehentlich	0	1	0
Fez	1	0	0
Genossenschaft	1	0	0
Verruf	0	1	0
Augenzwinkern	1	0	0
Üppigkeit	1	0	0
unbillig	0	1	0
Hang	1	0	0
Beschiessung	0	1	0
Pöbeln	0	1	0
knauserig	0	1	0
Abgestumpftheit	0	1	0
hübsch	1	0	0
Advokatur	0	1	0
Hysterischer	0	1	0
demütigen	0	1	0
ersticken	0	1	0
vorbildlich	1	0	0
leider	0	1	0
höllisch	0	1	0
Samthandschuhe	0	1	0
Fehlurteil	0	1	0
erklärlich	0	1	0
angefertigt	0	1	0
Verschattung	0	1	0
stürmisch	0	1	0
verdrehen	0	1	0
unempfindlich	0	1	0
Genuss	1	0	0
neurotisch	0	1	0
leibhaftig	1	0	0
reiten	0	1	0
unverwüstlich	1	0	0
Nachlässigkeit	0	1	0
Traumatisches	0	1	0
Bändigte	0	1	0
scharfsichtig	1	0	0
hervorstechend	1	0	0
Missdeutung	0	1	0
Geschepper	0	1	0
gefrässig	0	1	0
Novation	1	0	0
Aufgeregtheit	1	0	0
wohlriechend	1	0	0
Entzwei	0	1	0
herzerfreuend	1	0	0
Abwechslungslos	0	1	0
Mysterienspiel	0	1	0
Akklamiert	1	0	0
Althergebracht	1	0	0
Majestätsbeleidigung	0	1	0
heraufbeschwörend	1	0	0
abseits	0	1	0
Eifersucht	0	1	0
Erlebnis	1	0	0
auftreiben	1	0	0
bilderreich	1	0	0
selbstlos	1	0	0
Schlapphut	0	1	0
Unvernünftigkeit	0	1	0
untadelig	1	0	0
gemässigt	1	0	0
Abtreibungsgegner	0	1	0
Nötigung	0	1	0
Züchtigte	0	1	0
haftend	0	1	0
Selbsterniedrigung	0	1	0
Behinderung	0	1	0
verdächtig	0	1	0
uneinnehmbar	1	0	0
ausgestorb	0	1	0
Ausrottung	0	1	0
erstrangig	1	0	0
Zulässigkeit	1	0	0
Passivitäten	0	1	0
anhaltend	1	0	0
Eingenommenheit	0	1	0
brisant	0	1	0
Abstossen	0	1	0
Rechtsextremist	0	1	0
Rückzahlung	0	1	0
unwissend	0	1	0
Gewissensbiss	0	1	0
Behexte	0	1	0
Aufschrecken	0	1	0
Aufschwung	1	0	0
Überzeugendes	1	0	0
beschädigt	0	1	0
ungenügend	0	1	0
Übertoleranz	1	0	0
gefeiert	1	0	0
Anreizung	1	0	0
Massaker	0	1	0
Selbstachtung	1	0	0
Ausgelöscht	0	1	0
unbeaufsichtigt	0	1	0
Ausschlämmen	1	0	0
Befürwortung	1	0	0
schreckenerregend	1	0	0
streng	0	1	0
Ehrlichkeit	1	0	0
Enerviert	0	1	0
Amortisation	0	1	0
ausständig	0	1	0
ungebührlich	0	1	0
Rank	1	0	0
Ahndete	0	1	0
prozesssüchtig	0	1	0
passioniert	1	0	0
Auflösung	0	1	0
Vergeltung	0	1	0
Kurssturz	0	1	0
fehlen	0	1	0
fehlerfrei	1	0	0
Gefolgschaftstreu	1	0	0
anziehen	1	0	0
grantig	0	1	0
persiflieren	0	1	0
aufziehend	0	1	0
Intervenierte	1	0	0
schrecklich	0	1	0
Aufheitern	1	0	0
Lustspiel	1	0	0
unhandlich	0	1	0
anämisch	0	1	0
Papierzettel	0	1	0
Reizung	0	1	0
Lenkte	1	0	0
Geschenkkorb	1	0	0
Kaiserkrone	1	0	0
Trug	0	1	0
Schwatzen	0	1	0
Invektive	0	1	0
Konspiration	1	0	0
verschleiern	0	1	0
vielseitig	1	0	0
Vorlügen	0	1	0
Begleiterscheinung	0	1	0
handfest	1	0	0
Regelwidrigkeit	0	1	0
Verheerung	0	1	0
Verwahrlost	0	1	0
Ausführungsmängel	0	1	0
friedliebend	1	0	0
Höker	0	1	0
Beglaubigung	1	0	0
Bezweifelte	0	1	0
misshandeln	0	1	0
Ansporn	1	0	0
Preis	1	0	0
deissen	0	1	0
Auswirkung	0	1	0
adrett	1	0	0
anmutig	1	0	0
Spirale	0	1	0
Charakterlos	0	1	0
schwachsinnig	1	0	0
Bankzins	1	0	0
Umschwärmen	1	0	0
Helle	1	0	0
Ausgemacht	0	1	0
Überschwenglichkeit	1	0	0
Bettelarm	0	1	0
auseinandergehend	0	1	0
Desorientiert	0	1	0
Unvorteilhaft	0	1	0
prahlerisch	0	1	0
Totgemischter	0	1	0
zusammenhängen	1	0	0
überwiegen	1	0	0
begebend	1	0	0
Geächtet	0	1	0
Umschlingen	0	1	0
effektiv	1	0	0
Übertretung	0	1	0
ignorant	0	1	0
euphorisch	1	0	0
reiflich	1	0	0
Impenetrabel	1	0	0
beleibt	0	1	0
schlassen	1	0	0
Glut	0	1	0
waghalsig	1	0	0
inkonsequent	0	1	0
unmöglich	0	1	0
abbauwürdig	1	0	0
verpflichtend	0	1	0
Unterschied	0	1	0
Exitus	0	1	0
Unerklärt	0	1	0
anfechtbar	0	1	0
verlegen	0	1	0
stolz	1	0	0
ungläubig	0	1	0
Galgenstrick	0	1	0
Aushöhlung	0	1	0
Indiskret	0	1	0
Ultimatum	0	1	0
unbefugt	0	1	0
schrecken	0	1	0
Ungerechtigkeit	0	1	0
Propagierte	0	1	0
Anklageschrift	0	1	0
Spottgedicht	0	1	0
Aufschaltung	0	1	0
wickeln	0	1	0
hervorrufend	1	0	0
Höhle	0	1	0
erträglich	1	0	0
Missstimmung	0	1	0
unbesiegbar	1	0	0
Bettler	0	1	0
grobkörnig	0	1	0
Versteinerte	0	1	0
Trick	0	1	0
spannend	1	0	0
dahineilend	0	1	0
Übelkeit	0	1	0
ausbleichen	0	1	0
Ausnahmslos	0	1	0
Freiheit	1	0	0
Empfand	0	1	0
bedeutungslos	0	1	0
Wärme	1	0	0
betrügen	0	1	0
Klageweib	0	1	0
kläglich	0	1	0
Umsturz	0	1	0
Minderwertigkeit	0	1	0
grinsen	1	0	0
Betrübt	0	1	0
Unglücklicherweise	0	1	0
wohlig	0	1	0
Bakterienstamm	0	1	0
Begeisterte	1	0	0
Ableben	0	1	0
inflationistisch	0	1	0
Erbost	0	1	0
nirgendwo	0	1	0
Selbstzufriedenheit	1	0	0
Wirklichkeitsnah	1	0	0
vergeblich	0	1	0
demokratisch	1	0	0
Ungeahnt	0	1	0
Fingerfertigkeit	1	0	0
starrsinnig	0	1	0
Profund	1	0	0
Pardon	0	1	0
Angeschnittenes	0	1	0
dämonisieren	0	1	0
unduldsam	0	1	0
Behelligung	0	1	0
Fehlbedarf	0	1	0
unauflösbar	0	1	0
blümerant	0	1	0
Aufbereiten	1	0	0
Kniff	1	0	0
Abgestuft	0	1	0
entmutigend	0	1	0
Blödmann	0	1	0
narbig	0	1	0
Hegte	1	0	0
Fantasiereich	0	1	0
Geschäftsverstand	1	0	0
Missachtete	0	1	0
erratisch	0	1	0
Lärm	0	1	0
Ungenauigkeit	0	1	0
Zwangsneurose	0	1	0
steinhart	0	1	0
traumatisch	0	1	0
hüten	0	1	0
Nützlichkeit	1	0	0
Verfechter	1	0	0
Abgestumpft	0	1	0
Geldgier	0	1	0
abgrenzen	0	1	0
wirken	1	0	0
anstellig	1	0	0
abwerben	1	0	0
Züchtigen	0	1	0
ahnend	0	1	0
Verdammung	0	1	0
Befangen	0	1	0
fallend	0	1	0
Avalancheeffekt	0	1	0
Eislawine	0	1	0
Niete	0	1	0
Verbitterte	0	1	0
Verbittert	0	1	0
Idiotensicher	1	0	0
Barbar	0	1	0
bitt	0	1	0
Verbittern	0	1	0
Bombe	0	1	0
Beschämung	0	1	0
misstönend	0	1	0
Taumelnd	0	1	0
automatisch	1	0	0
freimütig	1	0	0
liebenswert	1	0	0
Beimengung	0	1	0
Überhäuft	1	0	0
moralisch	1	0	0
Antriebsleistung	1	0	0
barst	0	1	0
bauen	1	0	0
Steuerbehörde	0	1	0
Dominante	0	1	0
auferstehen	1	0	0
Beschuss	0	1	0
Pietätlos	0	1	0
Brüskierung	0	1	0
Opportun	1	0	0
Burschikos	1	0	0
Bürger	1	0	0
vertrauen	1	0	0
Stampfer	0	1	0
grauenhaft	0	1	0
bankrott	0	1	0
Überlegenheit	1	0	0
sau	0	1	0
Innigkeit	1	0	0
Halt	0	1	0
leistungsunfähig	0	1	0
federführend	1	0	0
fertig	1	0	0
entschieden	1	0	0
versehentlich	0	1	0
langmütig	1	0	0
Bescheidenheit	1	0	0
Hitzkopf	0	1	0
Poebene	1	0	0
Abmergeln	0	1	0
Schwindler	0	1	0
unbewegt	0	1	0
Freiformgeschmiedet	0	1	0
einschlagen	0	1	0
sehnend	0	1	0
ungünstig	0	1	0
gesetzfeindlich	0	1	0
Demut	1	0	0
Bemäntelt	1	0	0
Eisglätte	0	1	0
Kerb	0	1	0
wankelmütig	0	1	0
Gewäsch	0	1	0
Verlassenheit	0	1	0
Unglaubliche	1	0	0
Hysterie	0	1	0
Redlichkeit	1	0	0
Treibstock	0	1	0
Heiligen	1	0	0
unentschuldbar	0	1	0
gequält	0	1	0
Schmollen	0	1	0
Ähnlichkeit	1	0	0
garstig	0	1	0
Heiliger	1	0	0
gehörlos	0	1	0
abgeneigt	0	1	0
unbeschreiblich	1	0	0
Straferlass	1	0	0
Zankte	0	1	0
dekadent	0	1	0
apokalyptischen	0	1	0
Affektiert	0	1	0
epidemisch	0	1	0
Brandmarken	0	1	0
Schinderei	0	1	0
Schattenhaft	0	1	0
Routinearbeit	1	0	0
populär	1	0	0
treuhänderisch	1	0	0
Selbstmörder	0	1	0
Umarmung	1	0	0
Missetäter	0	1	0
Berichtigung	0	1	0
Gewissensbisse	0	1	0
stolpern	0	1	0
Exuberant	1	0	0
Exuberanz	1	0	0
goldhaltig	1	0	0
gleiten	0	1	0
ragen	0	1	0
eifrig	1	0	0
Normieren	0	1	0
Frustrierte	0	1	0
Charakterstärke	1	0	0
behend	1	0	0
Bewandt	1	0	0
Brandschatzung	0	1	0
Aufgeld	1	0	0
Bannmeile	0	1	0
tröstlich	1	0	0
Freundlichen	1	0	0
Qual	0	1	0
barbarisch	0	1	0
Pech	0	1	0
düst	0	1	0
versuchsweise	0	1	0
Abgrenzung	0	1	0
Aburteilen	0	1	0
vertrauenswürdig	1	0	0
vergeuden	0	1	0
herzzerreissend	0	1	0
Anspruch	0	1	0
Abladeplatz	0	1	0
Abzetteln	0	1	0
Verlegenheit	0	1	0
unerfreulich	0	1	0
Problematik	0	1	0
Arbeitgeberleistung	1	0	0
Affektive	0	1	0
Anfeindung	0	1	0
irritierend	0	1	0
Delirieren	1	0	0
Kriegsgräuel	0	1	0
Begierde	1	0	0
kaputt	0	1	0
Mitgefühl	1	0	0
aufgegeben	0	1	0
Beulen	0	1	0
verdammen	0	1	0
Morbid	0	1	0
überdurchschnittlich	1	0	0
Grobheit	0	1	0
Häresie	0	1	0
meisterlich	1	0	0
Beneidenswerte	1	0	0
Sappe	0	1	0
Desinteresse	0	1	0
oberst	1	0	0
Wickelte	0	1	0
Destabilisierung	0	1	0
Heulte	0	1	0
Elitetruppe	1	0	0
unerwünscht	0	1	0
Lustlos	0	1	0
Regressive	0	1	0
Schwund	0	1	0
Terrorismus	0	1	0
Inbrunst	1	0	0
ungesellig	0	1	0
Lasterhaft	0	1	0
Vollidiot	0	1	0
faulig	0	1	0
Aufspaltung	0	1	0
leiten	1	0	0
Verbessernd	1	0	0
weihen	1	0	0
Ausschmücken	1	0	0
schmachtend	0	1	0
kostenlos	1	0	0
flapsig	0	1	0
blau	0	1	0
Überredung	1	0	0
Schrumpelte	0	1	0
verwunden	0	1	0
Herrlichkeit	1	0	0
fluchen	0	1	0
ahnungslos	0	1	0
aufteilen	0	1	0
Hausfreund	1	0	0
Verschuldet	1	0	0
Belustigung	1	0	0
bekömmlich	1	0	0
Wahnhaft	0	1	0
Heiterkeit	1	0	0
Parodierte	0	1	0
Aufnahmebereit	1	0	0
trampeln	0	1	0
Unverfälscht	1	0	0
offiziersstöckchen	0	1	0
Hungerödem	0	1	0
Kognitive	1	0	0
Verschulden	1	0	0
dominieren	0	1	0
Verehrte	1	0	0
schnell	1	0	0
Unbehagen	0	1	0
Abfallstoff	0	1	0
Gottlos	0	1	0
steuern	1	0	0
Charakterschwäche	0	1	0
Kostspieligkeit	0	1	0
Ungleichheiten	0	1	0
Trägheit	0	1	0
Gläubigkeit	1	0	0
öffentlich	1	0	0
Gegenpartei	0	1	0
beschädigen	0	1	0
lehren	1	0	0
Gefängnis	0	1	0
hartherzig	0	1	0
Gier	0	1	0
Schwäche	0	1	0
deprimierend	0	1	0
Flüchtende	0	1	0
selbstsüchtig	0	1	0
übelriechend	0	1	0
aufwieglerisch	0	1	0
Zartheit	1	0	0
Kluftsystem	0	1	0
Rollen	0	1	0
denkbar	1	0	0
Abgewinkelt	0	1	0
Aufdecken	0	1	0
hungern	0	1	0
Geldstrafe	0	1	0
Zwangsenteignung	0	1	0
Selbstmord	0	1	0
Rigid	0	1	0
besetzt	0	1	0
neblig	0	1	0
Schmutzbuchstabe	0	1	0
Moralisierte	1	0	0
breitflächig	1	0	0
Radiant	1	0	0
geneigt	1	0	0
ergreifend	1	0	0
Heidin	0	1	0
auslasten	0	1	0
Gemeinschuldner	0	1	0
schauerlich	0	1	0
wucherisch	0	1	0
absolvieren	1	0	0
Erbarmen	0	1	0
Deformiert	0	1	0
Politikmüdigkeit	0	1	0
Überschäumendes	0	1	0
Zivilisation	1	0	0
unbenutzt	0	1	0
Narbe	0	1	0
Gauner	0	1	0
überholen	0	1	0
Frühzeitige	0	1	0
souverän	1	0	0
Verrohte	0	1	0
boomend	1	0	0
Dummheit	0	1	0
heimlichtuerisch	0	1	0
Enger	0	1	0
Engen	0	1	0
Gespür	1	0	0
Engel	1	0	0
unausstehlich	0	1	0
Schadstoff	0	1	0
Gotteslästerung	0	1	0
Obedienz	1	0	0
Hoheitsvoll	1	0	0
Verhungert	0	1	0
spreizen	0	1	0
Entriss	0	1	0
aufrührerisch	0	1	0
Schamlosigkeit	0	1	0
sagenhaft	1	0	0
Besonderer	1	0	0
Geringste	0	1	0
bahnbrechend	1	0	0
Bulle	0	1	0
Monieren	0	1	0
flockig	0	1	0
Süsste	1	0	0
Fehlkalkulation	0	1	0
Inaktiv	0	1	0
Travestien	0	1	0
wundertätig	1	0	0
gezwungen	0	1	0
Monumental	1	0	0
Gaul	0	1	0
Ekstase	0	1	0
nötig	0	1	0
Angeekelt	0	1	0
Überspannt	0	1	0
Fehlanpassung	0	1	0
feig	0	1	0
ach	0	1	0
fein	1	0	0
Kultiviertheit	1	0	0
Eigensinnigkeit	0	1	0
engagiert	1	0	0
Bezug	1	0	0
geistlich	1	0	0
Ermahnung	0	1	0
stereotypisch	0	1	0
Hysterikerin	0	1	0
unbussfertig	0	1	0
Flintabschlag	0	1	0
abfinden	1	0	0
Glückreich	1	0	0
uneigentlich	0	1	0
Freudvoll	1	0	0
Überdimensional	0	1	0
bewältigen	1	0	0
Ambivalenz	0	1	0
Schmälerung	0	1	0
einbringlich	1	0	0
Schönheit	1	0	0
überschwenglich	0	1	0
klotzig	0	1	0
folgewidrig	0	1	0
Zuneigung	1	0	0
bewundernswert	1	0	0
Aberglaube	0	1	0
abgeschied	0	1	0
folgenschw	1	0	0
rassistisch	0	1	0
Erkrankung	0	1	0
ringen	0	1	0
Ungezogenes	0	1	0
Peritonealsyndrom	0	1	0
umweltfeindlich	0	1	0
strahlend	1	0	0
tollkühn	0	1	0
Ärgerte	0	1	0
Bug	0	1	0
