word	emotion	arousel
Enthaltenen	-0.352941176	2.19047619
danktest	1.911764706	1.842105263
ermittelnd	-0.294117647	2.5
ziehl	2.0	3.055555556
Meinäid	-1.8	3.375
Hirses	0.4	1.611111111
Zusag	1.6	2.588235294
Revolver	-2.14	4.14
Achslen	-0.45	2.375
liegts	0.823529412	2.238095238
trawet'	-1.117647059	2.631578947
potschafft	0.735294118	3.285714286
Knoßpen	1.65	2.176470588
Hirsen	0.4	1.611111111
engl	2.15	2.222222222
Schüsset	-2.088235294	3.866666667
Enthaltenes	-0.352941176	2.19047619
birne	1.0	1.722222222
aufhoret	-0.558823529	2.142857143
steilerm	-0.7	3.368421053
Daagen	0.970588235	2.095238095
Mannschaft	0.382352941	2.523809524
Hafir	0.75	1.473684211
ΠΑΡ	1.764705882	1.944444444
Lenzin	1.3	1.944444444
AUFTRAGE	0.7	2.821428571
music	2.4	1.85
entfernt'	-0.705882353	2.866666667
bestätigend	0.970588235	2.210526316
Gesundheits	1.970588235	2.233333333
Auswurffs	-0.9	2.368421053
abzugen	-0.5	2.9375
musik	2.4	1.85
seegelnd	1.4	1.833333333
Gesundheitt	1.970588235	2.233333333
Maßke	-0.1	3.444444444
mäulern	-1.1	2.944444444
nännt	0.294117647	2.0
völcker	0.147058824	2.333333333
schreyht	-1.235294118	3.714285714
wünseln	-1.7	2.631578947
liegt;	0.823529412	2.238095238
forschem	-0.2	3.25
zölle	-0.8	2.368421053
Übersehen	-0.823529412	1.842105263
Brauts	1.0	2.833333333
Brautt	1.0	2.833333333
Strundt	2.1	1.736842105
Stiefel	0.77	2.23
Verfaren	-0.558823529	2.607142857
frewdiglich	1.9	2.944444444
phant	1.352941176	2.526315789
sieba	0.205882353	2.210526316
HErrren	-0.294117647	2.555555556
Brauth	1.0	2.833333333
fand's	1.352941176	2.526315789
simpel	0.4	2.3
Leytere	0.25	2.25
sidst	0.352941176	2.0
Werh	-0.6	2.421052632
wang	1.2	1.666666667
wand	-0.264705882	1.944444444
wane	-2.3	3.833333333
obetrachtet	-1.2	3.263157895
schlachtt	-2.2	3.888888889
wann	-2.3	3.833333333
hönig	1.8	1.5625
schlechtisten	-2.3	3.777777778
Malär	1.4	2.111111111
obetrachten	-1.2	3.263157895
Sagtet	0.676470588	2.210526316
Fräwleins	-0.352941176	3.0
sterben	-1.823529412	4.055555556
Paar'	1.764705882	1.944444444
want	-0.264705882	1.944444444
stehchen	-1.4	3.566666667
Jrthumbs	-1.058823529	3.222222222
weyplichen	1.9	2.888888889
Ruderen	0.4	2.444444444
undanck	-1.8	3.111111111
Leßer	1.3	2.111111111
Nimpt	0.088235294	2.0
sahest	2.0	2.263157895
gschloßen	-0.617647059	2.333333333
Akademiens	0.588235294	3.142857143
siebn	0.205882353	2.210526316
Comite's	-0.823529412	2.666666667
schenkt's	1.852941176	2.964285714
vertritt	-0.088235294	2.105263158
HImbeer	1.95	2.5
Mayister	1.1	2.777777778
vertrits	-0.9	2.842105263
Koffern	0.7	2.315789474
ergäben	-0.529411765	2.45
gläubest	1.088235294	2.631578947
Küss'	2.617647059	3.178571429
Thiers	1.117647059	2.611111111
Batet	0.382352941	2.619047619
Maegde	-0.3	2.777777778
segenen	1.3	1.85
lieferst	0.6	2.107142857
Natscha	1.2	2.684210526
segenet	1.3	1.85
Salzzig	-0.1	3.0
begrüssest	1.5	2.380952381
Werwölff	-1.7	3.777777778
Lißt	-0.5	3.277777778
Baten	0.382352941	2.619047619
Czechen	-0.9	2.421052632
tohdten	-2.8	4.055555556
furdert	1.441176471	2.142857143
betreiffet	-0.151515152	2.421052632
Gemühs	1.32	1.82
Küsst	2.617647059	3.178571429
pallästen	1.7	2.611111111
Fortunas	2.2	2.666666667
Gen'ral	-1.352941176	2.833333333
furdern	-0.882352941	2.736842105
Eydexen	0.32	2.82
Schlagend	-1.911764706	3.944444444
Küsse	2.617647059	3.178571429
zan	-0.5	2.73
satzte	0.235294118	1.952380952
getichtes	0.7	2.947368421
Geh'n	0.411764706	2.315789474
befreie	1.941176471	3.222222222
verständest	1.735294118	2.842105263
tauffen	0.95	2.421052632
Willt	0.764705882	2.523809524
bekommene	1.029411765	2.105263158
bekommend	1.029411765	2.105263158
empsangenen	1.147058824	2.761904762
Willh	0.764705882	2.523809524
endeten	-0.941176471	2.761904762
zam	0.5	1.368421053
ZUSTIMMUNG	1.205882353	2.526315789
gewahrnet	-0.2	4.0
getichten	0.7	2.947368421
Bürst	0.23	2.05
Wille	1.7	3.25
weket	-0.6	2.947368421
Lerlinge	-0.1	2.8125
uor	0.088235294	1.789473684
walen	0.117647059	2.777777778
hol't	0.176470588	2.0
Generäle	-1.352941176	2.833333333
allergemeineste	-1.9	3.9
verhyndert	-0.647058824	2.157894737
besorengt	-1.3	3.157894737
Rubins	1.4	2.611111111
Gfelt	-1.529411765	2.866666667
beglitten	1.235294118	2.761904762
gebildet	1.323529412	2.842105263
Generäls	-1.352941176	2.833333333
hol'n	0.176470588	2.0
Brillant	2.2	3.166666667
eyche	1.45	1.722222222
Waßer	1.55	1.833333333
müszten	-1.382352941	2.80952381
δημοκϱατίᾳ	0.617647059	3.263157895
Öffneten	0.941176471	2.238095238
ruddern	0.4	2.444444444
Krüke	-1.95	3.45
eyferigstem	0.8	2.947368421
bekommen;	1.029411765	2.105263158
Tiegern	0.85	3.428571429
wiederstandt	0.205882353	3.210526316
effects	0.4	3.315789474
Schicksel	-0.441176471	3.035714286
sova	1.4	1.611111111
reichtuhm	1.5	3.352941176
Will'	0.764705882	2.523809524
nothae	-0.4	2.833333333
Mechanics	0.3	2.294117647
Heuraten	1.05	3.277777778
lätsten	-1.2	3.157894737
begrüeß	1.5	2.380952381
hoffete	1.647058824	2.392857143
klingel	0.14	2.73
Verletzen	-1.8	3.944444444
aufforder	-0.117647059	3.0
Kumer	-1.9	3.6875
frewen	2.205882353	3.107142857
MJlt	1.1	1.578947368
Verletzet	-1.8	3.944444444
köntestu	1.676470588	2.736842105
frewet	2.205882353	3.107142857
Weinst	-0.882352941	3.777777778
Soufe	-0.9	2.894736842
verstandist	1.735294118	2.842105263
Maüer	-0.5	2.777777778
berichtette	0.558823529	2.047619048
Verlierest	-1.558823529	3.0
brechind	-1.323529412	3.142857143
klösteren	0.058823529	1.833333333
matratzen	1.2	2.388888889
parasiten	-1.8	3.764705882
Zahlte	-0.558823529	2.35
verbanden	1.205882353	2.526315789
Staäten	-0.529411765	2.894736842
enthilte	-0.352941176	2.19047619
Fallten	-0.45	2.0
gerähmt	0.176470588	1.842105263
Geküsset	2.617647059	3.178571429
genossene	2.323529412	2.133333333
neidischerer	-1.5	3.833333333
Ergibet	-0.529411765	2.45
getrieft	-0.911764706	2.315789474
flist	0.911764706	2.047619048
pleib	0.823529412	1.789473684
Houb	-0.1	2.157894737
Fläute	-1.05	2.111111111
Lootsen	0.65	2.238095238
belohne	1.9	2.5
Flieg't	1.676470588	3.523809524
erkenn'st	1.235294118	2.80952381
eintratest	0.147058824	2.142857143
phar	0.970588235	2.619047619
anmutiges	1.9	2.333333333
anreget	1.3	3.473684211
bestreitest	-0.970588235	2.684210526
bertrifft	-0.151515152	2.421052632
gesichtes	1.0	2.666666667
brysten	1.264705882	2.833333333
sibend	0.205882353	2.210526316
Concurrenzen	-1.058823529	3.263157895
stamlen	-1.4	3.166666667
Maccabaeer	-1.1	2.947368421
geliebt	2.2	2.166666667
Verkaufet	-0.617647059	2.428571429
stamlet	-1.4	3.166666667
Vbersehe	-0.823529412	1.842105263
gebettelt	-1.5	3.111111111
lippern	1.55	2.333333333
studirend	1.382352941	2.766666667
stirpt	-1.823529412	4.055555556
Auswürffe	-0.9	2.368421053
Mahnend	-1.3	3.055555556
geoffnet	0.941176471	2.238095238
gesichter	1.0	2.666666667
simplere	0.4	2.3
lahdung	0.15	2.764705882
pfaff	-1.6	2.333333333
Sejffen	0.7	1.473684211
Prinzessinenn	0.970588235	3.473684211
kömmst	1.117647059	2.631578947
genossen;	2.323529412	2.133333333
behutsamb	1.2	1.684210526
behutsame	1.2	1.684210526
Nimmet	0.088235294	2.0
wahnen	-2.3	3.833333333
geh'	0.411764706	2.315789474
Starcke	1.7	3.578947368
Find't	1.352941176	2.526315789
Chante	-0.5	2.611111111
Geberten	0.75	2.714285714
Befügniß	0.7	2.761904762
Sannct	-1.264705882	3.263157895
leuchtend	1.8	2.5
verlangn	0.147058824	3.238095238
naives	-0.8	2.315789474
Pfarherrs	0.4	2.4375
Bedurfte	-0.294117647	2.315789474
versag'	-1.647058824	3.523809524
vermög	1.323529412	2.888888889
wahnes	-2.3	3.833333333
wahner	-2.3	3.833333333
Eere	0.911764706	3.095238095
Bürste	0.23	2.05
straich	-0.352941176	2.321428571
Ermitteln	-0.294117647	2.5
Speesen	0.25	2.684210526
Getanzt	1.911764706	3.111111111
Caze	1.45	2.111111111
Thiele'	0.4	1.875
Bedeut	1.029411765	2.631578947
ΣΙΝ	1.8	2.166666667
trachtest	-1.2	3.263157895
Stellet	-2.2	3.611111111
spieglen	0.86	2.36
Ausnahmen;	0.205882353	2.944444444
Cualth	-0.1	2.833333333
Eiendes	0.1	3.526315789
Ermittelt	-0.294117647	2.5
Sparen	-0.264705882	2.263157895
teüerst	-1.1	3.4
Außredt	0.3	2.263157895
steilstem	-0.7	3.368421053
Reyßen	-1.147058824	2.052631579
gewanest	1.676470588	3.210526316
sturb	-1.823529412	4.055555556
Verzeugniß	-0.6	3.380952381
rufst	0.088235294	2.684210526
Gärten	1.8	1.611111111
WOLDERO	0.764705882	2.523809524
stießet	-0.764705882	1.947368421
gdacht	0.588235294	2.736842105
zerküssen	2.617647059	3.178571429
einstehlen	0.352941176	2.238095238
Riese's	0.2	3.052631579
Wirfst	-0.205882353	1.904761905
stießen	-0.764705882	1.947368421
hoffstu	1.647058824	2.392857143
botest	0.382352941	2.619047619
Gelenken	0.05	2.315789474
pralet	-1.3	3.315789474
Ruhigste	0.6	1.631578947
verlihr	-1.558823529	3.0
dawern	-0.235294118	2.047619048
Zerseilen	0.18	2.18
gespür't	1.735294118	2.466666667
verdräeten	-0.088235294	2.105263158
verlihret	-1.558823529	3.0
SInget	1.575757576	3.526315789
Vornembste	0.9	2.263157895
Djamants	1.7	2.833333333
kahrte	0.8	2.368421053
geweint	-0.882352941	3.777777778
ferien	2.6	2.294117647
ougen	1.117647059	2.055555556
Rufen	0.088235294	2.684210526
Umfanges	0.15	2.35
entlaß	-1.617647059	3.333333333
sprengtest	-0.9	3.684210526
Kreyse	0.382352941	1.888888889
sieckten	1.117647059	3.473684211
straussen	1.235294118	2.421052632
Collegen	0.705882353	2.619047619
wandren	0.2	2.3
Komm'o	-0.35	1.941176471
Thorheit	-1.3	3.111111111
zierlichem	0.3	1.888888889
Fortuna's	2.2	2.666666667
wes't	-0.09	1.91
Verbundenes	1.205882353	2.526315789
Lag	0.823529412	2.238095238
Irrsinnes	-2.1	4.125
Verbundenen	1.205882353	2.526315789
verhunden	1.205882353	2.526315789
zierliches	0.3	1.888888889
zierlicher	0.3	1.888888889
unkrauts	-1.0	1.857142857
wein'	-0.882352941	3.777777778
bezahlt's	-0.529411765	2.535714286
Frühjähre	2.029411765	2.444444444
Wuchsest	1.264705882	2.333333333
weitste	0.5	2.263157895
hymel	2.25	1.65
waigern	-1.2	3.578947368
Worteen	0.764705882	2.0
Legte	0.205882353	1.842105263
kyrschen	2.18	2.73
that	-0.5	3.0
hlfft	2.0	3.095238095
zuzujubeln	1.6	3.166666667
fällst	-1.529411765	2.866666667
eyferigste	0.8	2.947368421
Wünschte	1.529411765	3.263157895
Plauder-Thee	0.5	2.178571429
Schwebt'	0.8	2.210526316
Kätzer	-1.45	3.777777778
waigert	-1.2	3.578947368
segeln	1.4	1.833333333
Mahlen	1.1	2.055555556
Einträt	0.147058824	2.142857143
Malzeit	1.4	2.111111111
Faust's	-0.823529412	3.210526316
weins	1.8	2.333333333
segele	1.3	1.888888889
gelibt	2.2	2.166666667
Lauwene	0.6	3.157894737
briffen	1.5	2.222222222
Kir-che	0.05	2.333333333
Vertretten	-0.088235294	2.105263158
feierte;	2.088235294	3.277777778
Flosses	0.68	3.0
föllt	0.529411765	2.107142857
übersah	-0.823529412	1.842105263
bedrohte	-2.029411765	4.0
Seik	2.2	3.722222222
segelt	1.4	1.833333333
Zerlegen	-0.2	2.736842105
weing	1.2	1.368421053
nahmenlose	-1.0	1.789473684
erhobener	0.088235294	2.095238095
fragtens	0.676470588	2.380952381
auche	1.117647059	2.055555556
Pastern	-0.15	1.944444444
singet	1.575757576	3.526315789
KLette	-0.9	2.263157895
Dugge	-0.95	2.571428571
Legt'	0.205882353	1.842105263
schyssen	-2.088235294	3.866666667
verzitteret	-1.5	3.555555556
tulp'	1.55	1.647058824
Ortnung	0.9	2.894736842
thaat	-0.5	3.0
mänge	-0.2	2.722222222
Citronin	0.8	2.789473684
Eigenthümbers	1.2	2.444444444
Motifen	0.25	2.555555556
Entfallene	-0.676470588	2.368421053
singen	1.575757576	3.526315789
Marke	0.05	2.222222222
Fräuen	2.205882353	3.107142857
Nachbaarn	-0.1	2.375
Studiret	1.382352941	2.766666667
minimale	-0.3	2.388888889
Schrye	-1.235294118	3.714285714
allmosen	-0.8	2.666666667
heurrathen	1.382352941	3.789473684
AUFTRAG	0.7	2.821428571
Markt	0.8	2.380952381
pech	-2.0	3.333333333
dauch	0.941176471	2.684210526
sannfft	1.3	1.8
Sectae	-2.2	4.315789474
guhtahrtigste	2.0	1.944444444
eingestellt	0.352941176	2.238095238
Schwiegstu	-0.264705882	1.733333333
Taumelst	-1.0	2.947368421
logischsten	1.2	1.789473684
sag'	0.676470588	2.210526316
würckend	0.941176471	2.473684211
Syrupen	0.85	2.333333333
bereu'	-0.6	2.789473684
Reised	2.235294118	3.05
beweiseft	0.205882353	2.761904762
fühltest	0.529411765	2.107142857
Reisen	2.235294118	3.05
gepildet	1.323529412	2.842105263
Aufbauten	0.55	2.285714286
Wige	1.1	1.277777778
stänken	-1.9	3.388888889
Reiset	2.235294118	3.05
Geste	1.05	2.111111111
dreue	2.2	2.333333333
Ernt'	1.2	2.0
Festunge	0.1	3.411764706
anteiles	0.3	2.3125
gewendet	0.294117647	2.095238095
sinnlichern	1.8	3.222222222
Speciell	0.7	2.578947368
zuzunemmen	-1.235294118	3.19047619
List's	-0.5	3.277777778
sinnlichere	1.8	3.222222222
grundstücks	0.764705882	2.033333333
tadel	-1.65	3.470588235
Borer	-0.15	3.15
Nechern	-0.6	3.523809524
entsitzt	-1.8	3.555555556
naiveste	-0.8	2.315789474
Kentnüsse	1.147058824	2.222222222
plats	0.382352941	2.117647059
gelößt	1.058823529	2.631578947
Measchen	-0.85	2.095238095
Sähst	2.0	2.263157895
Censuren	-1.0	3.7
platz	-0.4	3.566666667
verlöhren	-1.558823529	3.0
verbiehten	-1.558823529	3.238095238
klette	-0.9	2.263157895
strossen	0.176470588	2.210526316
Riv	0.088235294	2.684210526
leren	-1.05	2.421052632
höse	0.77	2.0
Tage	0.970588235	2.095238095
Sinnlichsten	1.8	3.222222222
SchUrcken	-1.9	3.277777778
Dölche	-1.3	4.052631579
siegte	1.117647059	3.473684211
Rif	0.088235294	2.684210526
Murrend	-1.0	2.105263158
erzellen	1.352941176	2.842105263
allervornemste	0.9	2.263157895
Sennen	-0.8	3.315789474
richt'st	-0.852941176	2.761904762
natur(	2.35	1.888888889
zahlen	-0.558823529	2.35
Falle's	-1.090909091	2.833333333
läg'	0.823529412	2.238095238
priedigen	-0.4	2.5
Heren	-0.294117647	2.555555556
zahlet	-0.558823529	2.35
därme	-1.14	2.91
Erhobenen	0.088235294	2.095238095
fürnahmen	0.647058824	2.523809524
Thäler	0.59	1.59
Geheul	-1.6	3.7
Sorgloser	0.3	2.526315789
Hered	0.91	2.64
Wittme	1.147058824	2.105263158
brichte	-1.323529412	3.142857143
Thaller	1.05	2.0
Schweb't	0.8	2.210526316
Mosche	-0.85	2.095238095
verlor's	-1.558823529	3.0
irr	-1.5	3.777777778
Bengels	-0.15	3.263157895
typhus	-2.0	3.388888889
Nimmt	0.088235294	2.0
Nimms	0.088235294	2.0
sahens	2.0	2.263157895
Geadelt	0.4	2.4
vrtheilestu	1.029411765	1.947368421
Geficht	1.0	2.666666667
Schlüchten	-1.911764706	3.944444444
Tasse	0.73	1.82
commite	-0.823529412	2.666666667
wage	0.4	2.166666667
Ausflug	1.5	2.6875
uebe	0.382352941	2.476190476
nature	2.35	1.888888889
wolllst	0.764705882	2.523809524
naturh	2.35	1.888888889
optimist	2.1	2.823529412
nascheten	1.2	2.684210526
Kasetten	0.41	2.09
gefelth	-1.529411765	2.866666667
Senates	0.1	2.526315789
Protist	0.088235294	3.666666667
Wanderten	0.2	2.3
Verwirrnisse	-1.6	3.444444444
treibind	-0.088235294	2.785714286
Freudiges	1.9	2.944444444
Seiffe	0.7	1.473684211
SIEBEN	0.205882353	2.210526316
SJeht	2.0	2.263157895
Nimm'	0.088235294	2.0
Bersuchen	1.0	2.722222222
erfüllet	1.411764706	2.947368421
elenden	-2.1	4.1
schadit	-1.794117647	3.444444444
auffgebawt	1.0	2.421052632
elendem	-2.1	4.1
Busin	1.85	3.25
GEFEYERT	2.088235294	3.277777778
Erfordert	-0.970588235	2.0
Führungs	-0.470588235	2.444444444
elender	-2.1	4.1
elendes	-2.1	4.1
geläng'	1.676470588	2.578947368
Würffel	0.45	2.82
veen	2.3	2.444444444
Errichtunge	0.411764706	2.0
Nikotins	-0.7	3.238095238
erfüllen	1.411764706	2.947368421
Bengel'	-0.15	3.263157895
strängsten	-1.2	3.473684211
Verflixte	-0.9	3.526315789
Platzt	-0.4	3.566666667
gsundem	2.7	1.631578947
g'seh'n	2.0	2.263157895
gsunden	2.7	1.631578947
GRuß	1.441176471	1.684210526
Hauß'	1.264705882	1.833333333
Platze	0.382352941	2.117647059
Staar	-1.3	3.210526316
Luck	-2.0	2.421052632
jüng	0.8	2.80952381
auftrittst	0.029411765	2.714285714
Neigungen	0.4	2.4375
vergeß	-0.970588235	2.904761905
Tagc	0.970588235	2.095238095
werthvollere	1.9	2.611111111
Lüche	-2.117647059	4.055555556
verwegene	0.6	3.842105263
desten	-0.2	2.789473684
Gedicht	0.7	2.947368421
forgenommen	0.647058824	2.523809524
Löwen;	0.36	4.05
Vallee	-1.7	4.0
erinnerte	1.352941176	3.0
sollten;	-1.0	3.0
beratungen	0.8	2.421052632
Zwybacks	0.36	1.77
verbündniß	0.294117647	2.444444444
fry	-1.1	3.444444444
Parre's	1.764705882	1.944444444
düll	-0.5	3.666666667
schaurige	-1.3	3.736842105
Vergeß	-0.970588235	2.904761905
be--gleiten	1.235294118	2.761904762
lößet	1.058823529	2.631578947
verbitten	-1.558823529	3.238095238
Beispieles	0.303030303	1.944444444
Verstandet	1.735294118	2.842105263
ideellste	1.2	2.473684211
Pahres	1.764705882	1.944444444
Mänge	-0.2	2.722222222
Charakteren	1.264705882	3.421052632
Sesseln	1.4	1.777777778
Verstanden	1.735294118	2.842105263
Kanel	-0.6	2.19047619
Bedürfnis	0.382352941	3.476190476
Kloster	0.058823529	1.833333333
traurger	-2.1	2.833333333
traurges	-2.1	2.833333333
spil	1.4	2.388888889
Diestel	-0.55	2.157894737
Taller	1.05	2.0
Kanen	0.6	1.684210526
Woollet	0.764705882	2.523809524
krie(g)	-0.5	3.19047619
Beware	0.882352941	2.421052632
Rivire	-0.2	2.588235294
Ginget	0.411764706	2.315789474
darme	1.0	2.277777778
reechen	-0.470588235	2.666666667
Leitthiere	-0.1	2.352941176
geschlafen	2.0	1.642857143
Tagn	0.970588235	2.095238095
minimales	-0.3	2.388888889
beuttel	0.6	1.421052632
verlaß'	-1.5	3.19047619
g'rissen	-1.147058824	2.052631579
Aff	1.0	3.0
RUffe	0.088235294	2.684210526
Trät'	-1.117647059	2.631578947
anstanden	-0.9	2.473684211
Leichtere	0.8	2.095238095
gefrag't	0.676470588	2.380952381
Trinket	1.424242424	2.523809524
verkauffst	-0.617647059	2.428571429
Reiss'	-1.147058824	2.052631579
füellen	0.529411765	2.107142857
dests	-0.3	3.0
Trinken	1.424242424	2.523809524
verbündnis	0.294117647	2.444444444
vergeh	-1.382352941	3.142857143
Gehäul	-1.6	3.7
vertrawetest	-0.088235294	2.105263158
verwelten	1.9	2.888888889
vergeb	0.2	2.368421053
Vorrates	1.25	2.055555556
gewin	2.1	3.882352941
strengern	-1.2	3.473684211
hong	1.8	1.5625
Reis[e]	2.25	3.294117647
sambstag	1.2	2.333333333
Auffsatzen	0.1	2.388888889
Viela	1.4	2.555555556
jungs	0.8	2.80952381
strengere	-1.2	3.473684211
lätster	-1.2	3.157894737
Sclafen	-2.2	4.315789474
jungk	0.8	2.80952381
Versteck	-0.2	3.125
jace	0.68	2.18
jungn	0.8	2.80952381
lwst	2.1	3.666666667
dien't	-1.088235294	2.476190476
junga	0.8	2.80952381
strengers	-1.2	3.473684211
brillantern	2.2	3.166666667
junge	0.8	2.80952381
verlaße	-1.5	3.19047619
oberzeugen	0.941176471	2.571428571
liebesten	2.2	2.166666667
feierten	2.088235294	3.277777778
nachzuweisen'	-0.294117647	2.666666667
spönnen	-0.7	2.894736842
refir	-0.2	2.588235294
gedrohet	-2.176470588	3.928571429
Zitates	0.6	2.476190476
lös	1.058823529	2.631578947
Zitaten	0.6	2.476190476
Schocks	-1.8	4.263157895
Princessinnen	0.970588235	3.473684211
Tagi	0.970588235	2.095238095
empfängest	1.147058824	2.761904762
liebester	2.2	2.166666667
liebestes	2.2	2.166666667
arbeytend	-0.058823529	2.684210526
Cantzell	-0.85	1.947368421
Empfinge	1.147058824	2.761904762
stachlichem	-1.1	2.894736842
stößest	-0.764705882	1.947368421
berathet	0.823529412	2.421052632
Stühler	0.5	1.82
brennten	-1.529411765	3.464285714
schließen	-0.617647059	2.333333333
kamine	1.65	1.5
vffhielte	-0.411764706	2.157894737
schließet	-0.617647059	2.333333333
Geschichet	0.764705882	2.714285714
mutigst	2.2	3.315789474
bündnissen	0.294117647	2.444444444
Bedürfniß	0.382352941	3.476190476
academie	0.588235294	3.142857143
trünck	1.424242424	2.523809524
officirs	-1.352941176	2.944444444
Stahren	-1.3	3.210526316
brenntes	-1.529411765	3.464285714
jung'	0.8	2.80952381
Vergeb	0.2	2.368421053
seltsahme	-0.3	2.421052632
Genoffen	-0.794117647	2.761904762
Awel	-0.5	2.380952381
gebethn	0.382352941	2.619047619
Dichtern	1.588235294	2.277777778
Fgur	0.35	2.526315789
darftellen	0.882352941	2.526315789
Saltzichen	-0.1	3.0
Nuzze	0.823529412	2.263157895
Sonnin	2.6	2.888888889
Hirse	0.4	1.611111111
Ubermut	-0.1	3.722222222
Körb	0.41	1.86
Hirsa	0.4	1.611111111
leistung	1.8	3.111111111
PECH	-2.0	3.333333333
gebeths	0.75	2.714285714
Theyls	0.382352941	1.888888889
erjnnerungen	1.411764706	2.947368421
vermüsset	-1.382352941	2.80952381
bedragen	-0.382352941	1.894736842
haj	-0.5	3.333333333
Ruhes	1.7	1.666666667
han	0.41	2.23
Schützit	1.7	1.894736842
waffeln	1.95	2.27
