word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
Kontraktion	0	0	0	0	0	0	0	0	0	0
Mandat	0	0	0	0	0	0	0	0	0	0
Viola	0	0	0	0	0	0	0	0	0	0
Vorbereitung	0	0	0	0	0	0	0	0	0	0
Katheter	0	1	0	0	0	0	0	0	0	0
deprimiert	0	1	1	0	0	1	0	1	0	0
sterben	0	1	0	0	0	1	0	1	0	0
Energie	0	0	0	0	0	0	0	0	0	0
vierzig	0	0	0	0	0	0	0	0	0	0
Nächstenliebe	1	0	0	0	0	0	1	0	0	0
Zucker	1	0	0	0	0	0	0	0	0	0
Kraut	0	0	0	0	0	0	0	0	0	0
Frontispiz	0	0	0	0	0	0	0	0	0	0
Söldner	0	1	0	0	0	1	0	0	0	0
Zweig	0	0	0	0	0	0	0	0	0	0
Bescheinigung	0	0	0	0	0	0	0	0	0	1
Ungeheuerlichkeit	0	1	1	0	1	1	0	0	1	0
Atom	0	0	0	0	0	0	0	0	0	0
Unkraut	0	1	0	0	0	0	0	1	0	0
unterhaltsam	1	0	0	1	0	0	1	0	0	0
Tiefenmessung	0	0	0	0	0	0	0	0	0	0
Autobiographie	0	0	0	0	0	0	0	0	0	0
gaming	0	0	0	0	0	0	0	0	0	0
Transaktion	0	0	0	0	0	0	0	0	0	1
Geige	0	0	0	0	0	0	0	0	0	0
Mutlos	0	1	0	0	0	0	0	1	0	0
Fissur	0	0	0	0	0	0	0	0	0	0
Heiligkeit	0	0	0	0	0	0	0	0	0	0
Optimismus	1	0	0	1	0	0	1	0	1	1
zusätzlich	0	0	0	0	0	0	0	0	0	0
mittelalterlich	0	0	0	0	0	0	0	0	0	0
Schober	0	0	0	0	0	0	0	0	0	0
Endpunkt	0	0	0	0	0	0	0	0	0	0
persönlich	0	0	0	0	0	0	0	0	0	1
Überladen	0	0	0	0	0	0	0	0	0	0
Vertrieb	0	0	0	0	0	0	0	0	0	0
kampflustig	0	1	1	0	0	1	0	0	0	0
Schrumpfen	0	1	0	0	0	1	0	1	0	0
binär	0	0	0	0	0	0	0	0	0	0
Waschbecken	0	0	0	0	0	0	0	0	0	0
Hyazinthe	0	0	0	0	0	0	0	0	0	0
letztlich	1	0	0	1	0	0	0	0	0	0
Ironie	0	0	0	0	0	0	0	0	0	0
Enkelkinder	1	0	0	1	0	0	1	0	0	1
Monat	0	0	0	0	0	0	0	0	0	0
Navigator	0	0	0	1	0	0	0	0	0	1
Nachbarschaft	0	0	0	1	0	0	0	0	0	0
endgültig	1	0	0	0	0	0	0	0	0	1
Trost	1	0	0	0	0	0	0	0	0	0
Alphabet	0	0	0	0	0	0	0	0	0	0
entmutigt	0	0	0	0	0	0	0	0	0	0
Hip	0	0	0	0	0	0	0	0	0	0
schütteln	0	0	0	0	0	0	0	0	0	0
emblematisch	0	0	0	0	0	0	0	0	0	0
Stolzieren	0	0	0	0	0	0	0	0	0	0
Brechung	0	0	0	0	0	0	0	0	0	0
Natal	0	0	0	0	0	0	0	0	0	0
falsch	0	1	0	0	0	0	0	0	0	0
gebildet	0	0	0	0	0	0	0	0	0	0
Windung	0	0	0	0	0	0	0	0	0	0
Butterfass	0	0	0	0	0	0	0	0	0	0
Ersinnen	0	0	0	0	0	0	0	0	0	0
versunken	1	0	0	0	0	0	0	0	0	0
Spleen	0	0	0	0	0	0	0	0	0	0
Angeschwemmt	0	0	0	0	0	0	0	0	0	0
Brevis	0	0	0	0	0	0	0	0	0	0
Sett	0	0	0	0	0	0	0	0	0	0
Ausführung	0	1	1	0	0	1	0	1	0	1
zucken	0	1	0	0	0	0	0	0	0	0
klingen	0	0	0	0	0	0	0	0	0	0
Gesamtheit	0	0	0	0	0	0	0	0	0	0
zweideutig	0	0	0	0	0	0	0	0	0	0
Schwungrad	0	0	0	0	0	0	0	0	0	0
Unterhaltung	1	0	0	1	0	0	1	0	1	1
Dutzend	0	0	0	0	0	0	0	0	0	0
Zeigefinger	0	0	0	0	0	0	0	0	0	0
rechthaberisch	0	1	1	0	0	0	0	0	0	0
abenteuerlich	1	0	0	0	0	0	0	0	0	0
zwecklos	0	1	0	0	0	0	0	1	0	0
eingeweiht	0	1	0	0	0	0	0	0	0	1
festhalten	0	0	0	0	0	0	0	0	0	0
Gegenseitigkeit	0	0	0	0	0	0	0	0	0	0
unwahrscheinlich	0	0	0	0	0	0	0	0	0	0
Ausbeute	0	0	0	0	0	0	0	0	0	0
Peinlichkeit	0	1	0	0	1	0	0	0	0	0
trending	0	0	0	0	0	0	0	0	0	0
Vermählt	0	0	0	0	0	0	0	0	0	0
Dokumentarfilm	0	0	0	0	0	0	0	0	0	0
Spreu	0	1	1	0	0	1	0	0	0	0
überflüssig	0	1	0	0	0	0	0	0	0	0
Beratung	0	0	0	0	0	0	0	0	0	0
Bogenschiessen	0	0	0	0	0	0	0	0	0	0
Sofa	0	0	0	0	0	0	0	0	0	0
Wort	1	0	0	0	0	0	0	0	0	1
Dämpfer	0	1	0	0	0	0	0	0	0	0
Günstlingswirtschaft	1	0	0	0	0	0	0	0	0	0
Nasskalt	0	0	0	0	1	0	0	0	0	0
Apfel	0	0	0	0	0	0	0	0	0	0
Kinky	0	0	0	0	0	0	0	0	0	0
Behoben	0	0	0	0	0	0	0	0	0	0
Horn	0	0	0	0	0	0	0	0	0	0
Hort	0	0	0	0	0	0	0	0	0	0
angehen	0	0	1	0	0	0	0	0	1	0
Buchhandlung	0	0	0	0	0	0	0	0	0	0
Unmenschlichkeit	0	1	0	0	0	0	0	1	0	0
Duo	0	0	0	0	0	0	0	0	0	0
blasphemisch	0	1	1	0	1	0	0	0	0	0
Erbschaft	1	0	0	1	0	0	1	0	1	1
Assistenzarzt	0	0	0	0	0	0	0	0	0	0
mürrisch	0	1	1	0	1	0	0	0	0	0
vorgehen	0	0	0	0	0	0	0	0	0	0
Gesandte	0	0	0	0	0	0	0	0	0	0
endlich	0	0	0	0	0	0	0	0	0	0
beschäftigt	1	0	0	1	0	0	1	0	0	1
Schlaganfall	0	1	0	0	0	1	0	1	0	0
Meisterschaft	1	0	1	0	0	0	1	0	0	1
muhen	0	0	0	0	0	0	0	0	0	0
Invasion	0	1	1	0	0	0	0	0	0	0
Enteignet	0	1	1	0	0	1	0	1	0	0
Dampf	0	0	0	0	0	0	0	0	0	0
unbestreitbar	1	0	0	0	0	0	0	0	0	1
Räumung	0	1	1	0	1	1	0	1	0	0
Liniert	0	0	0	0	0	0	0	0	0	0
mathematisch	0	0	0	0	0	0	0	0	0	1
blutrünstig	0	1	1	0	1	1	0	0	0	0
Vollständigkeit	1	0	0	0	0	0	0	0	0	0
Anflehen	0	0	0	0	0	0	0	0	0	0
Bratpfanne	0	0	0	0	0	0	0	0	0	0
Code	0	0	0	0	0	0	0	0	0	0
galant	1	0	0	0	0	0	0	0	0	0
hysterisch	0	1	1	0	0	1	0	0	0	0
Gelächter	1	0	0	1	0	0	1	0	1	0
Schein	0	1	1	0	1	0	0	0	0	0
verraten	0	1	1	0	1	0	0	1	1	0
treu	1	0	0	0	0	0	0	0	0	1
Rückerstattung	1	0	0	0	0	0	0	0	0	1
Orangenmarmelade	0	0	0	0	0	0	0	0	0	0
umwandelbar	0	0	0	0	0	0	0	0	0	0
Scheune	0	0	0	0	0	0	0	0	0	0
Bissen	0	1	0	0	0	0	0	0	0	0
Umgekommen	0	1	0	0	0	0	0	1	0	0
Prüfung	0	1	0	0	0	1	0	0	1	0
Märtyrer	0	1	0	0	0	1	0	1	0	0
Schienbein	0	0	0	0	0	0	0	0	0	0
Kopfzeile	0	0	0	0	0	0	0	0	0	0
intermittierend	0	0	0	0	0	0	0	0	0	0
Band	0	0	0	0	0	0	0	0	0	0
Tadellos	1	0	0	0	0	0	0	0	0	1
Minister	0	0	0	0	0	0	0	0	0	0
Verlobt	1	0	0	1	0	0	1	0	0	1
Benommen	0	1	0	0	0	0	0	0	0	0
Bank	0	0	0	0	0	0	0	0	0	0
segeln	0	0	0	0	0	0	0	0	0	0
Reifung	0	0	0	0	0	0	0	0	0	0
Sprachwissenschaftler	1	0	0	0	0	0	0	0	0	1
voreingenomm	0	1	0	0	0	0	0	0	0	0
praktisch	0	0	0	0	0	0	0	0	0	0
Beachtung	0	0	0	0	0	0	0	0	0	0
erleuchten	1	0	0	0	0	0	1	0	0	1
Nocken	0	0	0	0	0	0	0	0	0	0
Sicherheit	0	0	0	0	0	0	0	0	0	0
abnehmend	0	0	0	0	0	0	0	0	0	0
Disqualifiziert	0	1	1	0	1	0	0	1	0	0
Logik	0	0	0	0	0	0	0	0	0	0
Ungeduld	0	1	0	0	0	0	0	0	0	0
Geburt	0	0	0	0	0	0	0	0	0	0
unelastisch	0	0	0	0	0	0	0	0	0	0
Brille	0	0	0	0	0	0	0	0	0	0
singen	1	0	0	1	0	0	1	1	0	1
gefangen	0	1	0	0	0	1	0	1	0	0
Marke	0	0	0	0	0	0	0	0	0	0
Unehre	0	1	1	0	1	1	0	1	0	0
Verbindung	0	0	0	0	0	0	0	0	0	0
Eiter	0	1	0	0	1	0	0	0	0	0
Enthaltung	0	0	0	0	0	0	0	0	0	0
Amethyst	0	0	0	0	0	0	0	0	0	0
emulieren	1	0	0	0	0	0	0	0	0	0
Basilika	0	0	0	0	0	0	0	0	0	0
infizieren	0	1	0	0	1	0	0	0	0	0
Bezaubernd	1	0	0	0	0	0	1	0	0	0
Heilung	1	0	0	1	0	0	1	0	0	1
Briefwechsel	1	0	0	1	0	0	0	0	0	0
Bibilothek	1	0	0	0	0	0	0	0	0	0
stärken	1	0	0	0	0	0	0	0	0	0
Animus	0	1	1	0	0	0	0	0	0	0
Geste	0	0	0	0	0	0	0	0	0	0
schiffbar	1	0	0	1	0	0	0	0	0	0
Schreckgespenst	0	1	1	0	0	1	0	1	0	0
beschneiden	0	0	0	0	0	0	0	0	0	0
Scrambling	0	1	0	0	0	0	0	0	0	0
Kanzler	0	0	0	0	0	0	0	0	0	1
Säbel	0	1	1	0	0	1	0	0	0	0
gezisch	0	1	0	0	0	0	0	0	0	0
Wasser	0	0	0	0	0	0	0	0	0	0
Dämon	0	1	1	0	1	1	0	1	0	0
Kanzlei	0	0	0	0	0	0	0	0	0	0
ruchlos	0	1	0	0	1	1	0	1	1	0
Haltbarkeit	1	0	0	0	0	0	0	0	0	1
Epidemie	0	1	1	1	1	1	0	1	1	0
ozeanisch	0	0	0	0	0	0	0	0	0	0
saub	1	0	0	0	0	0	0	0	0	0
schwach	0	1	0	0	0	0	0	1	0	0
Netz	0	0	0	0	0	0	0	0	0	0
Menses	1	0	0	0	0	0	0	0	0	0
ununterbroch	0	0	0	0	0	0	0	0	0	0
Betrieb	0	0	0	0	0	1	0	0	0	1
Reissverschluss	0	1	0	0	0	0	0	0	0	0
auslassen	0	1	0	0	0	0	0	0	0	0
Gruppe	0	0	0	0	0	0	0	0	0	0
Frustration	0	1	1	0	0	0	0	0	0	0
fair	1	0	0	0	0	0	0	0	0	0
erwachsen	0	0	0	0	0	0	0	0	0	0
zahlen	1	0	0	1	0	0	1	0	0	1
Schreibmaschine	0	0	0	0	0	0	0	0	0	0
Greifvögel	0	1	0	0	0	1	0	0	0	0
Aggregat	0	0	0	0	0	0	0	0	0	0
diskreditieren	0	1	0	0	0	0	0	0	0	0
John	0	1	0	0	1	0	0	0	0	0
Diskrepanz	0	0	0	0	0	0	0	0	0	0
Gluten	0	0	0	0	0	0	0	0	0	0
Hingestreckt	0	0	0	0	0	0	0	0	0	0
süchtig	0	1	0	0	0	0	0	0	0	0
Schläger	0	0	0	0	0	0	0	0	0	0
Ehrgeiz	1	0	0	1	0	0	1	0	0	1
Gewohnheit	0	0	0	1	0	0	0	0	0	0
Umfang	0	0	0	0	0	0	0	0	0	0
bestraft	0	1	1	1	1	1	0	1	0	0
auffallend	1	0	0	0	0	0	0	0	0	0
Riss	0	1	0	0	0	0	0	0	0	0
Verdauung	0	0	0	0	0	0	0	0	0	0
Prägung	0	0	0	0	0	0	0	0	0	0
klassifizieren	1	0	0	0	0	0	0	0	0	0
Delegierte	1	0	0	0	0	0	0	0	0	1
Hinterhalt	0	1	1	0	0	1	0	0	1	0
März	1	0	0	0	0	0	0	0	0	0
Abakus	0	0	0	0	0	0	0	0	0	1
Schauspieler	0	0	0	0	0	0	0	0	0	0
Ornamental	0	0	0	0	0	0	0	0	0	0
herz	0	1	0	0	0	0	0	0	0	0
bestehen	0	0	0	0	0	0	0	0	0	0
Kameramann	0	0	0	0	0	0	0	0	0	0
Scheisse	0	1	1	0	1	0	0	0	0	0
Geplänkel	0	0	0	0	0	0	0	0	0	0
erfüllen	1	0	0	0	0	0	1	0	0	0
Zelebrant	0	0	0	0	0	0	0	0	0	0
gesammelt	0	0	0	0	0	0	0	0	0	0
zuverlässig	1	0	0	0	0	0	0	0	0	1
Bekümmert	0	1	0	0	0	1	0	0	0	0
Krake	0	0	0	0	1	0	0	0	0	0
Drehmaschine	0	0	0	0	0	0	0	0	0	0
irreführen	0	1	1	0	0	1	0	0	0	1
Insasse	0	1	0	0	1	1	0	0	0	0
Bernstein	0	0	0	0	0	0	0	0	0	0
verurteilen	0	1	1	0	0	0	0	0	0	0
Gedicht	0	0	0	0	0	0	0	0	0	0
Kurfürst	0	0	0	0	0	0	0	0	0	0
Umschliessen	0	0	0	0	0	0	0	0	0	0
Lungenentzündung	0	1	0	0	0	1	0	0	0	0
Ungehörigkeit	0	1	0	0	0	0	0	0	0	0
Blumenhändler	0	0	0	0	0	0	0	0	0	0
Isomorphismus	0	0	0	0	0	0	0	0	0	0
gesättigt	0	1	0	0	1	0	0	0	0	0
farbig	0	0	0	0	0	0	0	0	0	0
Anbetung	1	0	0	1	0	1	1	0	0	1
umgeben	1	1	0	1	0	0	0	0	0	0
Schule	0	0	0	0	0	0	0	0	0	1
Schuld	0	1	0	0	1	0	0	1	0	0
Cwt	0	0	0	0	0	0	0	0	0	0
unfehlbar	1	0	0	0	0	0	0	0	0	0
Erholung	1	0	0	1	0	0	1	0	0	0
Kloster	0	0	0	0	0	0	0	0	0	0
erst	0	0	0	0	0	0	0	0	0	0
Rutsch	0	1	0	0	0	0	0	0	1	0
Auszahlung	0	0	0	0	0	0	0	0	0	0
Agitation	0	1	1	0	0	0	0	0	0	0
Kaliber	0	0	0	0	0	0	0	0	0	0
Schwester	0	0	0	0	0	0	0	0	0	0
Besorgung	1	0	0	1	0	0	0	0	0	1
Verhalten	0	0	0	0	0	0	0	0	0	0
Erbin	0	0	0	0	0	0	0	0	0	0
Selbstbeobachtung	0	0	0	0	0	0	0	0	0	0
Ältere	1	0	0	0	0	0	0	0	0	1
Archipel	0	0	0	0	0	0	0	0	0	0
einschreiben	0	0	0	1	0	0	0	0	0	1
Murmeln	0	0	0	0	0	0	0	0	0	0
Grafik	0	0	0	0	0	0	0	0	0	0
Krankheit	0	1	0	0	1	1	0	1	0	0
Abenddämmerung	0	0	0	0	0	0	0	0	0	0
Umriss	0	0	0	0	0	0	0	0	0	0
Niesen	0	0	0	0	0	0	0	0	0	0
Ansprache	1	0	0	0	0	0	0	0	0	0
Entartet	0	1	0	0	0	0	0	0	0	0
Vorzugsbedingungen	0	0	0	0	0	0	0	0	0	0
Geselle	0	0	0	0	0	0	0	0	0	1
Retriever	0	0	0	0	0	0	0	0	0	0
Wählerschaft	0	0	0	0	0	0	0	0	0	1
materiell	1	0	0	0	0	0	0	0	0	0
Erwachsene	0	0	0	0	0	0	0	0	0	0
Gesundheit	0	0	0	0	0	0	0	0	0	0
Grundgestein	1	0	0	0	0	0	0	0	0	1
Einfügung	0	0	0	0	0	0	0	0	0	0
Sanitär	1	0	0	0	0	0	0	0	0	0
schluchzen	0	1	0	0	0	0	0	1	0	0
enttäuschend	0	1	0	0	0	0	0	1	0	0
ankommen	0	0	0	1	0	0	0	0	0	0
Mohn	0	0	0	0	0	0	0	0	0	0
unglücklich	0	1	1	0	1	1	0	1	0	0
Gedämpfter	0	0	0	0	0	0	0	0	0	0
Besen	0	0	0	0	0	0	0	0	0	0
Danksagung	1	0	0	0	0	0	1	0	0	0
Handgelenk	0	0	0	0	0	0	0	0	0	0
Stört	0	1	1	0	0	0	0	1	0	0
Rückruf	0	0	0	0	0	0	0	0	0	0
Modus	0	0	0	0	0	0	0	0	0	0
Schlachthof	0	1	1	0	1	1	0	1	0	0
Leinwand	0	0	0	0	0	0	0	0	0	0
Überlagerung	0	0	0	0	0	0	0	0	0	0
gewissenhaft	1	0	0	0	0	0	0	0	0	1
drapieren	0	0	0	0	0	0	0	0	0	0
Fruchtbarkeit	0	0	0	0	0	0	0	0	0	0
Streit	0	0	0	0	0	0	0	0	0	0
Mundstück	0	0	0	0	0	0	0	0	0	0
Drift	0	0	0	0	0	0	0	0	0	0
Enttäuschung	0	1	0	0	1	0	0	1	0	0
bergab	0	0	0	0	0	0	0	0	0	0
dribbeln	0	0	0	0	0	0	0	0	0	0
Streik	0	1	1	0	0	0	0	0	0	0
wahr	1	0	0	0	0	0	1	0	0	1
falten	0	0	0	0	0	0	0	0	0	0
unveräusserlich	1	0	0	0	0	0	0	0	0	0
Zusammenspiel	0	0	0	0	0	0	0	0	0	0
vollständig	0	0	0	0	0	0	0	0	0	0
Souvenir	0	0	0	0	0	0	0	0	0	0
Nichtgebrauch	0	1	0	0	0	0	0	0	0	0
Ethik	1	0	0	0	0	0	0	0	0	0
Augmentation	0	0	0	0	0	0	0	0	0	0
Spiegel	0	0	0	0	0	0	0	0	0	0
Helfer	1	0	0	0	0	0	0	0	0	1
Knallkörper	0	1	1	1	0	1	0	0	1	0
scheitern	0	1	0	0	1	1	0	1	0	0
stöhnen	0	0	0	0	0	1	0	1	0	0
Abgeschiedenheit	1	1	0	0	0	1	0	0	0	0
Ohnmachtsanfälle	0	1	0	0	0	1	0	1	1	0
Abhilfe	1	0	0	1	0	0	1	0	0	1
beschweren	0	1	1	0	0	0	0	1	0	0
Stabilität	0	0	0	0	0	0	0	0	0	0
Mehrdeutigkeit	0	0	0	0	0	0	0	0	0	0
teuflisch	0	1	1	0	1	1	0	0	0	0
Inkompetenz	0	1	0	0	0	0	0	0	0	0
Masochismus	0	1	1	0	1	1	0	0	0	0
Kohle	0	0	0	0	0	0	0	0	0	0
entmutigen	0	1	0	0	0	1	0	1	0	0
Umwandlung	0	0	0	0	0	0	0	0	0	0
Munition	0	0	0	0	0	0	0	0	0	0
Kostüm	0	0	0	0	0	0	0	0	0	0
Karussell	0	0	0	0	0	0	0	0	0	0
Methanol	0	1	0	0	0	0	0	0	0	0
Migration	0	0	0	0	0	0	0	0	0	0
Kannibale	0	1	0	0	1	1	0	0	0	0
Unparteilichkeit	1	0	0	0	0	0	0	0	0	1
Airbag	0	0	0	0	0	0	0	0	0	0
Nanometer	0	0	0	0	0	0	0	0	0	0
Chiffre	0	0	0	0	0	0	0	0	0	0
ausgezeichnet	1	0	0	0	0	0	1	0	0	1
Idiot	0	1	0	0	1	0	0	0	0	0
Kordel	0	0	0	0	0	0	0	0	0	0
Wohnen	0	0	0	0	0	0	0	0	0	0
Glaubwürdigkeit	1	0	0	0	0	0	0	0	0	1
bereit	0	0	0	1	0	0	0	0	0	0
Idiom	0	0	0	0	0	0	0	0	0	0
Lithologie	0	0	0	0	0	0	0	0	0	0
Umfrage	0	0	0	0	0	0	0	0	0	0
Heterogenität	0	0	0	0	0	0	0	0	0	0
Pervertiert	0	1	0	0	1	0	0	0	0	0
Schnauze	0	0	0	0	0	0	0	0	0	0
Abfertigung	1	0	0	0	0	0	0	0	0	1
Konformität	0	0	0	0	0	0	0	0	0	1
Baum	1	0	1	1	1	0	1	0	1	1
Möwe	0	1	0	0	0	0	0	0	0	0
Angst	0	1	1	0	0	1	0	0	0	0
Fest	1	0	0	1	0	0	1	0	1	0
Greifzirkel	0	0	0	0	0	0	0	0	0	0
ökumenisch	0	0	0	0	0	0	0	0	0	0
Übertragung	0	0	0	0	0	0	0	0	0	0
Versprechen	1	0	0	0	0	0	1	0	0	1
begrenzt	0	1	1	0	0	0	0	1	0	0
Legitimität	0	0	0	0	0	0	0	0	0	1
Bauz	0	0	0	0	0	0	0	0	0	0
verwundbar	0	0	0	0	0	0	0	0	0	0
antiseptisch	1	0	0	0	0	0	0	0	0	1
binden	0	0	0	0	0	0	0	0	0	0
Salbung	0	0	0	0	0	0	0	0	0	0
Bräutigam	0	0	0	0	0	0	0	0	0	0
Ekliptik	0	0	0	0	0	0	0	0	0	0
Formalität	0	0	0	0	0	0	0	0	0	1
Kompaktheit	0	0	0	0	0	0	0	0	0	0
Lavendel	0	0	0	0	0	0	0	0	0	0
Schürze	0	0	0	0	0	0	0	0	0	0
Schuh	0	0	0	0	0	0	0	0	0	0
aufhängen	0	1	1	0	1	1	0	1	0	0
Schaukel	0	0	0	0	0	0	0	0	0	0
Lastkahn	0	0	0	0	0	0	0	0	0	0
Fussgängerbrücke	0	0	0	0	0	0	0	0	0	0
Neuheit	0	0	0	0	0	0	0	0	0	0
soc	0	0	0	0	0	0	0	0	0	0
Fee	0	0	0	0	0	0	0	0	0	0
Fen	0	0	0	0	0	0	0	0	0	0
günstig	1	0	0	1	0	0	1	0	1	1
Feindschaft	0	1	1	0	0	1	0	1	0	0
Kupplerin	0	0	0	1	0	0	0	0	0	0
hektisch	0	0	0	0	0	0	0	0	0	0
Ätzen	0	0	0	0	0	0	0	0	0	0
Klasse	0	0	0	0	0	0	0	0	0	0
