word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
diskreditieren	0	1	0	0	0	0	0	0	0	0
fain	1	0	0	1	0	0	1	0	0	1
John	0	1	0	0	1	0	0	0	0	0
süchtig	0	1	0	0	0	0	0	0	0	0
Schläger	0	1	0	0	0	0	0	0	0	0
Ehrgeiz	1	0	0	1	0	0	1	0	0	1
Gewohnheit	0	0	0	1	0	0	0	0	0	0
bestraft	0	1	1	1	1	1	0	1	0	0
auffallend	1	0	0	0	0	0	0	0	0	0
Riss	0	1	0	0	0	0	0	0	0	0
klassifizieren	1	0	0	0	0	0	0	0	0	0
Delegierte	1	0	0	0	0	0	0	0	0	1
Hinterhalt	0	1	1	0	0	1	0	0	1	0
März	1	0	0	0	0	0	0	0	0	0
gesellig	1	0	0	0	0	0	0	0	0	0
erfüllen	1	0	0	0	0	0	1	0	0	0
zuverlässig	1	0	0	0	0	0	0	0	0	1
Krake	0	0	0	0	1	0	0	0	0	0
Insasse	0	1	0	0	1	1	0	0	0	0
begrüßt	1	0	0	0	0	0	1	0	0	0
verurteilen	0	1	1	0	0	0	0	0	0	0
Lungenentzündung	0	1	0	0	0	1	0	0	0	0
Ungehörigkeit	0	1	0	0	0	0	0	0	0	0
traurig	0	1	1	0	0	1	0	1	0	0
gesättigt	0	1	0	0	1	0	0	0	0	0
Anbetung	1	0	0	1	0	1	1	0	0	1
umgeben	1	0	0	1	0	0	0	0	0	0
Schule	0	0	0	0	0	0	0	0	0	1
Schuld	0	1	1	0	1	0	0	0	0	0
Erholung	1	0	0	1	0	0	1	0	0	0
Kloster	1	0	0	0	0	0	0	0	0	1
Rutsch	0	1	0	0	0	0	0	0	1	0
Pochen	0	1	0	0	0	1	0	1	0	0
Agitation	0	1	1	0	0	0	0	0	0	0
Besorgung	1	0	0	1	0	0	0	0	0	1
einschreiben	0	0	0	1	0	0	0	0	0	1
Trinken	0	1	0	0	0	0	0	0	0	0
Grafik	0	0	0	0	0	0	0	0	0	1
Krankheit	0	1	1	0	1	1	0	1	0	0
veräußert	0	1	0	0	0	0	0	0	0	0
Ansprache	1	0	0	0	0	0	0	0	0	0
Katechismus	0	0	0	0	1	0	0	0	0	0
obstruieren	0	1	0	0	0	0	0	0	0	0
Geselle	0	0	0	0	0	0	0	0	0	1
Grundgestein	1	0	0	0	0	0	0	0	0	1
Waise	0	1	0	0	0	1	0	1	0	0
enttäuschend	0	1	0	0	0	0	0	1	0	0
ankommen	0	0	0	1	0	0	0	0	0	0
unglücklich	0	1	1	0	1	1	0	1	0	0
bonne	1	0	0	0	0	0	0	0	0	0
Schlachthof	0	1	1	0	1	1	0	1	0	0
verwest	0	1	0	0	1	0	0	1	0	0
verrückt	0	1	1	0	1	1	0	1	0	0
gewissenhaft	1	0	0	0	0	0	0	0	0	1
Streit	0	1	1	0	0	0	0	0	0	0
Enttäuschung	0	1	0	0	1	0	0	1	0	0
Streik	0	1	1	0	0	0	0	0	0	0
wahr	1	0	0	0	0	0	1	0	0	1
Mutterschaft	1	0	0	0	0	0	1	0	0	1
Blutvergießen	0	1	1	0	1	1	0	1	1	0
vollständig	1	0	0	0	0	0	0	0	0	0
Geburtstag	1	0	0	1	0	0	1	0	1	0
Nichtgebrauch	0	1	0	0	0	0	0	0	0	0
Rakete	0	0	1	0	0	0	0	0	0	0
hap	0	0	0	1	0	0	0	0	1	0
Knallkörper	0	1	1	1	0	1	0	0	1	0
Abgeschiedenheit	1	0	0	0	0	1	0	0	0	0
Ohnmachtsanfälle	0	1	0	0	0	1	0	1	1	0
Abhilfe	1	0	0	1	0	0	1	0	0	1
beschweren	0	1	1	0	0	0	0	1	0	0
teuflisch	0	1	1	0	1	1	0	0	0	0
Inkompetenz	0	1	0	0	0	0	0	0	0	0
Masochismus	0	1	1	0	1	1	0	0	0	0
entmutigen	0	1	0	0	0	1	0	1	0	0
Umwandlung	1	0	0	0	0	0	0	0	0	0
Kannibale	0	1	0	0	1	1	0	0	0	0
Unparteilichkeit	1	0	0	0	0	0	0	0	0	1
ausgezeichnet	1	0	0	0	0	0	1	0	0	1
Idiot	0	1	0	0	1	0	0	0	0	0
Glaubwürdigkeit	1	0	0	0	0	0	0	0	0	1
bereit	0	0	0	1	0	0	0	0	0	0
verbraucht	0	1	0	0	0	0	0	0	0	0
Abfertigung	1	0	0	0	0	0	0	0	0	1
Konformität	1	0	0	0	0	0	0	0	0	0
Baum	1	0	1	1	1	0	1	0	1	1
Möwe	0	1	0	0	0	0	0	0	0	0
Fest	1	0	0	1	0	0	1	0	1	0
Übertragung	0	1	0	0	0	0	0	0	0	0
Versprechen	1	0	0	0	0	0	1	0	0	1
begrenzt	0	1	1	0	0	0	0	1	0	0
Legitimität	0	0	0	0	0	0	0	0	0	1
unversehrt	1	0	0	0	0	0	0	0	0	0
antiseptisch	1	0	0	0	0	0	0	0	0	1
Intellektuelle	1	0	0	0	0	0	0	0	0	0
Bräutigam	1	0	0	1	0	0	1	0	0	1
Bahre	0	1	0	0	0	1	0	1	0	0
Formalität	0	0	0	0	0	0	0	0	0	1
günstig	1	0	0	1	0	0	1	0	1	1
Feindschaft	0	1	1	0	0	1	0	1	0	0
Kupplerin	0	0	0	1	0	0	0	0	0	0
hektisch	0	1	0	1	1	1	0	0	1	0
verbunden	0	0	0	0	0	0	0	0	0	1
Verdammnis	0	1	1	0	0	1	0	1	0	0
Erwerb	1	0	0	1	0	0	0	0	0	0
Blüte	1	0	0	1	0	0	1	0	0	1
leiden	0	1	0	0	0	0	0	0	0	0
demütigen	0	1	1	0	0	0	0	1	0	0
vorbildlich	1	0	0	0	0	0	0	0	0	0
Inkontinenz	0	0	0	0	0	0	0	0	1	0
Asyl	0	1	0	0	0	1	0	0	0	0
höllisch	0	1	1	0	1	1	0	1	0	0
Chemiker	1	0	0	0	0	0	0	0	0	1
offen	1	0	0	1	0	0	1	0	1	1
Monsun	0	1	0	0	0	0	0	1	0	0
stürmisch	0	1	0	0	0	1	0	0	0	0
Geduld	1	0	0	1	0	0	0	0	0	1
Skript	1	0	0	0	0	0	0	0	0	0
unverwüstlich	1	0	0	0	0	0	0	0	0	1
Honig	1	0	0	0	0	0	0	0	0	0
Vorsitzende	1	0	0	0	0	0	0	0	0	1
Kassierer	0	0	0	0	0	0	0	0	0	1
liberal	1	0	0	0	0	0	0	0	0	0
leer	0	1	0	0	1	0	0	0	0	0
unterschiedlich	0	0	0	0	0	0	0	0	1	0
Schauspiel	1	0	0	0	0	0	0	0	0	0
Kiefer	0	1	0	0	0	0	0	1	0	0
Eifersucht	0	1	1	0	1	1	0	1	0	0
Knebel	0	1	0	0	1	0	0	0	0	0
heimwehkrank	0	1	0	0	0	0	0	1	0	0
kränkeln	0	1	0	0	0	0	0	1	0	0
missverstehen	0	1	0	0	0	0	0	0	0	0
aufgeblasen	0	1	0	0	0	0	0	0	0	0
untadelig	1	0	0	0	0	0	0	0	0	0
Behinderung	0	1	0	0	0	0	0	1	0	0
Serviette	0	0	0	0	0	0	0	1	0	0
Pferd	0	0	0	0	0	0	0	0	0	1
Angina	0	1	0	0	0	1	0	0	0	0
Hebamme	1	0	0	1	0	0	1	0	0	1
Unvollständigkeit	0	1	0	0	0	0	0	0	0	0
Ausrottung	0	1	1	0	1	1	0	0	0	0
Kabale	0	1	0	0	0	1	0	0	0	0
Glauben	1	0	0	0	0	0	0	0	0	1
lächelnd	1	0	0	0	0	0	1	0	0	0
traditionell	1	0	0	0	0	0	0	0	0	0
indolent	0	1	0	0	0	0	0	0	0	0
entsteint	0	1	0	0	0	0	0	0	0	0
Penetration	0	1	1	0	0	1	0	0	0	0
ungenügend	0	1	0	0	0	0	0	1	0	0
Massaker	0	1	1	0	1	1	0	1	0	0
Geschäft	1	0	0	1	0	0	0	0	0	0
hinreißend	1	0	0	0	0	0	0	0	0	0
Steuer	0	1	0	0	0	0	0	1	0	0
Austausch	1	0	0	0	0	0	0	0	0	1
turbulent	0	1	1	0	0	1	0	0	0	0
Zögern	0	1	0	0	0	1	0	0	0	0
Wörter	0	1	1	0	0	0	0	0	0	0
Befürwortung	1	0	1	1	0	0	1	0	0	1
Intellekt	1	0	0	0	0	0	0	0	0	0
Tat	0	0	0	0	0	0	0	0	0	1
Rand	0	1	0	1	0	1	0	0	0	0
Kalb	1	0	0	0	0	0	1	0	0	1
Ehrlichkeit	1	0	0	0	0	0	0	0	0	1
Großvater	0	0	0	0	0	0	0	0	0	1
Beerdigung	0	1	1	0	0	1	0	1	0	0
prozesssüchtig	0	1	1	0	1	0	0	0	0	0
Auflösung	0	1	1	0	0	1	0	1	1	0
Antragsteller	0	0	1	0	1	0	0	0	0	0
Milde	1	0	0	0	0	0	0	0	0	0
anziehen	0	0	1	0	0	0	0	0	0	0
schrecklich	0	1	1	1	1	1	0	1	0	0
scheußlich	0	1	0	0	1	1	0	1	0	0
besetzen	1	0	0	0	0	0	0	0	0	0
Laureat	1	0	0	0	0	0	0	0	0	1
Reizung	0	1	1	0	1	0	0	1	0	0
intakt	1	0	0	0	0	0	0	0	0	1
Zwilling	1	0	0	0	0	0	0	0	0	0
geheimnisvoll	0	0	0	1	0	1	0	0	1	0
Verlangen	0	0	0	1	0	0	0	0	0	0
Beglaubigung	0	0	0	0	0	0	0	0	0	1
löschen	0	1	0	0	0	1	0	0	0	0
Trauer	0	1	0	0	0	1	0	1	0	0
anmutig	1	0	0	0	0	0	0	0	0	0
verbeult	0	1	0	0	0	1	0	1	0	0
schwachsinnig	0	1	0	0	0	0	0	0	0	0
eingezäunt	0	0	1	0	0	0	0	0	0	0
bestimmt	0	0	0	1	0	0	0	0	0	1
August	1	0	0	0	0	0	0	0	0	0
Rechner	1	0	0	0	0	0	0	0	0	1
Streitkolben	0	1	0	0	0	1	0	0	0	0
lächerlich	0	1	1	0	1	0	0	0	0	0
bender	0	1	0	0	0	0	0	0	0	0
Iris	0	0	0	0	0	1	0	0	0	0
abgereist	0	1	0	0	0	0	0	1	0	0
Isolation	0	1	0	0	0	0	0	1	0	0
Zentrum	1	0	0	0	0	0	0	0	0	1
Hypothek	0	0	0	0	0	1	0	0	0	0
ignorant	0	1	0	0	1	0	0	0	0	0
einfarbig	0	1	0	0	1	0	0	0	0	0
Antagonismus	0	1	1	0	0	0	0	0	0	0
wünschenswert	1	0	0	0	0	0	0	0	0	0
unmöglich	0	1	0	0	0	0	0	1	0	0
Inzest	0	1	1	0	1	1	0	1	0	0
schließlich	1	0	0	1	1	0	1	0	1	1
Schiedsrichter	0	0	0	0	0	0	0	0	0	1
stolz	1	0	0	1	0	0	1	0	0	1
Duplizität	0	1	1	0	0	0	0	0	0	0
ungläubig	0	1	1	0	1	0	0	0	0	0
beschwichtigen	1	0	0	0	0	0	0	0	0	0
Vlies	0	1	1	0	1	0	0	1	0	0
Ungerechtigkeit	0	1	1	0	0	0	0	0	0	0
Notfall	0	1	0	0	0	1	0	1	1	0
Neugier	1	0	0	1	0	0	0	0	1	0
wund	0	1	1	0	0	0	0	1	0	0
umarmen	1	0	0	1	0	0	1	0	1	1
Bettler	0	1	0	0	0	0	0	1	0	0
Messung	0	0	0	0	0	0	0	0	0	1
Schmutz	0	1	0	0	1	0	0	0	0	0
Flotte	1	0	0	0	0	0	0	0	0	0
sofort	1	0	0	1	0	0	0	0	0	0
verhören	0	0	0	0	0	1	0	0	0	0
spannend	1	0	0	1	0	0	1	0	1	0
Übelkeit	0	1	0	0	1	0	0	0	0	0
Ausschluss	0	1	0	0	1	1	0	1	0	0
unvorhergesehen	0	0	0	0	0	0	0	0	1	0
bedeutungslos	0	1	0	0	0	0	0	1	0	0
betrügen	0	1	1	0	1	0	0	1	0	0
zauberhaft	1	0	0	1	0	0	1	0	0	0
Grimm	0	1	1	0	0	0	0	0	0	0
schmuggeln	0	1	0	0	0	1	0	0	0	0
bescheiden	1	0	0	0	0	0	0	0	0	1
entscheiden	0	1	0	0	0	1	0	0	0	0
hohl	0	1	0	0	0	0	0	1	0	0
explosiv	0	1	1	1	0	1	0	0	1	0
vergeblich	0	1	0	0	1	0	0	1	0	0
Torheit	0	1	0	0	0	0	0	0	0	0
Maximum	1	0	0	0	0	0	0	0	0	0
Innere	1	0	0	0	1	0	0	0	0	1
Zerstörung	0	1	1	0	0	1	0	1	0	0
bereitwillig	1	0	0	0	0	0	0	0	0	0
Schwimmen	1	0	0	1	0	1	1	0	0	0
verschlechtert	0	1	0	0	1	0	0	1	0	0
Leichenwagen	0	1	0	0	0	1	0	1	0	0
pflichtbewusst	1	0	0	1	0	0	0	0	0	1
Kalbfleisch	0	0	0	0	0	0	0	1	0	1
Lehrling	0	0	0	0	0	0	0	0	0	1
gedemütigt	1	0	0	0	0	0	0	1	0	0
entmutigend	0	1	0	0	0	0	0	1	0	0
Lärm	0	1	0	0	0	0	0	0	0	0
Homosexualität	0	1	0	0	0	0	0	0	0	0
Vampir	0	1	1	0	1	1	0	0	0	0
grün	1	0	0	0	0	0	1	0	0	1
Atheismus	0	1	0	0	0	0	0	0	0	0
Kreuzgang	0	1	0	0	0	0	0	0	0	0
Wassergraben	0	0	0	0	0	0	0	0	0	1
Gicht	0	1	0	0	0	0	0	0	0	0
schlampig	0	1	0	0	1	0	0	0	0	0
Tiefe	1	0	0	0	0	0	0	0	0	1
sterblich	0	1	0	0	0	0	0	0	0	0
Prozession	1	0	0	0	0	0	1	1	1	0
Hebelwirkung	1	0	0	0	0	0	0	0	0	0
Barbar	0	1	0	0	0	1	0	0	0	0
reifen	1	0	0	1	0	0	0	0	0	0
Bombe	0	1	1	0	0	1	0	1	1	0
lauernd	0	1	0	0	0	0	0	0	0	0
automatisch	0	0	0	0	0	0	0	0	0	1
liebenswert	1	0	0	0	0	0	1	0	0	1
Busted	0	1	1	0	0	1	0	0	0	0
antik	1	0	0	0	0	0	0	0	0	0
Kampagnen	0	1	1	0	0	1	0	0	0	0
bauen	1	0	0	0	0	0	0	0	0	0
verflucht	0	1	1	0	0	1	0	1	0	0
ächten	0	1	0	0	0	0	0	0	0	0
Bürger	1	0	0	0	0	0	0	0	0	0
vertrauen	0	0	0	0	0	0	0	0	0	1
Decke	0	0	0	0	0	0	0	0	0	1
grauenhaft	0	1	1	0	1	0	0	0	0	0
tasten	0	1	1	0	1	1	0	0	0	0
Creme	1	0	0	1	0	0	1	0	1	0
Konstrukteur	1	0	0	0	0	0	0	0	0	0
Größe	1	0	0	0	0	0	1	0	1	1
Halt	0	0	0	0	0	0	0	0	0	1
Pastor	1	0	0	0	0	0	1	0	0	1
Bescheidenheit	1	0	0	0	0	0	0	0	0	0
stattliche	1	0	0	0	0	0	0	0	0	0
verwöhnen	0	1	0	0	1	0	0	0	0	0
gräulich	0	1	0	0	0	1	0	0	0	0
Demut	1	0	0	0	0	0	0	0	0	1
Korporal	0	1	0	0	0	0	0	0	0	0
Trainer	0	0	0	0	0	0	0	0	0	1
wankelmütig	0	1	0	0	0	0	0	0	0	0
Alp	0	1	0	0	1	1	0	0	0	0
dolor	0	1	0	0	0	0	0	1	0	0
Hysterie	0	1	0	0	0	1	0	0	0	0
Feuersbrunst	0	1	1	0	0	1	0	0	0	0
Witwer	0	0	0	0	0	0	0	1	0	0
unentschuldbar	0	1	1	0	1	0	0	1	0	0
Wahrzeichen	0	0	0	0	0	0	0	0	0	1
König	1	0	0	0	0	0	0	0	0	0
Anhaltspunkt	0	0	0	1	0	0	0	0	0	0
abgeneigt	0	1	1	0	1	1	0	0	0	0
Lektion	1	0	0	1	0	0	0	0	0	1
Vertrautheit	1	0	0	1	0	0	1	0	0	1
Schinderei	0	1	0	0	0	0	0	0	0	0
Wahnsinnige	0	1	1	0	1	1	0	0	0	0
Gründung	1	0	0	0	0	0	0	0	0	0
Melodrama	0	1	1	0	0	0	0	1	0	0
Heuchler	0	1	0	0	1	0	0	0	0	0
Beweglichkeit	1	0	0	0	0	0	0	0	0	0
Verspätung	0	1	0	0	0	0	0	0	0	0
Bunker	0	0	0	0	0	1	0	0	0	0
leichtgläubig	0	1	0	0	0	0	0	1	0	1
Granate	0	1	0	0	0	1	0	0	0	0
gleiten	1	0	0	1	0	0	1	0	0	0
Kröte	0	1	0	0	1	0	0	0	0	0
Qual	0	1	1	0	0	1	0	1	0	0
Bewegung	0	0	0	1	0	0	0	0	0	0
Pflaster	0	0	0	0	0	0	0	0	0	1
barbarisch	0	1	1	0	1	1	0	0	0	0
Vorhersage	0	0	0	1	0	0	0	0	0	1
Anfrage	1	0	0	1	0	0	0	0	0	0
jovial	1	0	0	0	0	0	1	0	0	0
kompensieren	1	0	0	1	0	0	1	0	1	1
Huldigung	1	0	0	0	0	0	0	0	0	0
Gegenmittel	1	0	0	1	0	0	0	0	0	1
irritierend	0	1	1	0	1	0	0	0	0	0
Karren	0	0	0	0	1	0	0	0	0	0
Auspuff	0	1	0	0	0	0	0	0	0	0
verdunkeln	0	1	0	0	0	1	0	1	0	0
Destillation	1	0	0	0	0	0	0	0	0	0
Neuling	0	0	0	0	0	1	0	0	1	0
Unterdrücker	0	1	1	0	0	1	0	1	0	0
Terrorismus	0	1	1	0	1	1	0	1	0	0
Crescendo	1	0	0	1	0	0	1	0	1	1
Missbrauch	0	1	1	0	1	1	0	1	0	0
mutlos	0	1	0	0	0	0	0	1	0	0
Erreichung	1	0	0	0	0	0	0	0	0	0
Bildnis	0	0	1	0	0	0	0	0	0	0
Erbauung	1	0	0	1	0	0	1	0	0	1
schmachtend	0	1	0	0	0	1	0	1	0	0
Zerfall	0	1	0	0	0	1	0	1	0	0
blau	0	0	0	0	0	0	0	1	0	0
Anwalt	0	1	1	0	1	1	0	0	0	0
Airs	0	1	0	0	1	0	0	0	0	0
Rächer	0	1	1	0	0	0	0	0	0	0
ahnungslos	0	1	0	0	0	0	0	0	0	0
Admiral	1	0	0	0	0	0	0	0	0	1
Heiterkeit	1	0	0	0	0	0	1	0	0	0
murmeln	0	1	1	0	0	0	0	0	0	0
Hohleisen	0	1	0	0	0	0	0	0	0	0
Prozess	0	1	0	0	1	0	0	0	0	0
erfinderisch	1	0	0	0	0	0	0	0	0	0
Fortsetzung	0	0	0	1	0	0	0	0	0	0
Eisen	1	0	0	0	0	0	0	0	0	1
etabliert	1	0	0	0	0	0	1	0	0	0
rüstig	0	0	0	0	1	0	0	0	0	0
machen	1	0	0	0	0	0	0	0	0	0
entschlossen	1	0	0	0	0	0	0	0	0	0
lehren	1	0	0	0	0	0	1	0	1	1
Gefängnis	0	1	1	0	0	1	0	1	0	0
Ankunft	0	0	0	1	0	0	0	0	0	0
Regulierungs	0	1	0	0	0	1	0	0	0	0
Gier	0	1	1	0	1	0	0	0	0	0
Papagei	0	1	0	0	1	0	0	0	0	0
Schwäche	0	1	0	0	0	0	0	0	0	0
deprimierend	0	1	0	0	1	0	0	1	0	0
Wagemut	1	0	0	0	0	0	0	0	0	0
evakuieren	0	1	0	0	0	1	0	0	0	0
