word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
Absturz	0	1	0	0	0	1	0	1	1	0
unwichtig	0	1	1	0	0	0	0	1	0	0
herb	0	1	0	0	0	1	0	1	0	0
überzeugen	1	0	0	1	0	0	0	0	0	1
Kompetenz	1	0	0	0	0	0	0	0	0	1
menschenleer	0	1	1	0	1	1	0	1	0	0
gesellig	1	0	0	0	0	0	0	0	0	0
Schlamm	0	1	0	0	1	0	0	0	0	0
Verstauchung	0	1	0	0	0	0	0	1	0	0
Schlachtung	0	1	1	0	1	1	0	1	1	0
klagbar	0	1	1	0	1	0	0	0	0	0
lokalisieren	0	0	0	1	0	0	0	0	0	0
speien	0	0	0	0	1	0	0	0	0	0
unlogisch	0	1	0	0	0	0	0	0	0	0
schwindlig	0	1	0	0	0	0	0	0	0	0
Becher	1	0	1	0	0	1	0	1	0	0
anfällig	0	1	0	0	0	0	0	0	0	0
Vorteil	1	0	0	0	0	0	0	0	0	0
Fahnenflucht	0	1	0	0	0	0	0	0	0	0
Spionage	0	1	0	0	0	0	0	0	0	0
gottlos	0	1	1	0	0	0	0	0	0	0
Prostituierte	0	1	0	0	1	0	0	0	0	0
unwirtlich	0	1	0	0	0	0	0	1	0	0
Angel|Angeln	0	1	0	1	0	0	0	0	0	0
Klassiker	1	0	0	0	0	0	1	0	0	0
Stachelschwein	0	1	0	0	0	0	0	0	0	0
Fregatte	0	0	0	0	0	1	0	0	0	0
berauschend	0	1	0	0	0	0	0	0	0	0
Mangel	0	1	1	0	1	1	0	1	0	0
gewissenhaft	1	0	0	0	0	0	0	0	0	1
Gekritzel	0	1	0	0	0	0	0	0	0	0
Komfort	1	0	0	1	0	0	1	0	0	1
sonnig	1	0	0	1	0	0	1	0	1	0
himmlisch	1	0	0	1	0	0	1	0	0	1
Mutterschaft	1	0	0	0	0	0	1	0	0	1
Basis	0	0	0	0	0	0	0	0	0	1
Rakete	0	0	1	0	0	0	0	0	0	0
ranzig	0	1	0	0	1	0	0	0	0	0
infantil	0	1	1	0	1	0	0	0	0	0
Abgabe	0	1	0	0	0	0	0	0	0	0
unbeliebt	0	1	1	0	0	0	0	1	0	0
Methanol	0	1	0	0	0	0	0	0	0	0
Anfang	0	0	0	1	0	0	0	0	0	0
Polizist	1	0	0	0	0	1	0	0	0	1
Einwanderer	0	0	0	0	0	1	0	0	0	0
Inferno	0	1	1	0	0	1	0	0	0	0
Abfertigung	1	0	0	0	0	0	0	0	0	1
Ohnmachtsanfall	0	1	0	0	0	1	0	1	1	0
reagieren	0	0	1	0	0	1	0	0	0	0
Flüchtigkeit	0	1	1	1	0	1	0	0	1	0
begrenzt	0	1	1	0	0	0	0	1	0	0
unversehrt	1	0	0	0	0	0	0	0	0	0
Stau	0	1	0	0	0	0	0	0	0	0
Reporter	1	0	0	0	0	0	0	0	0	1
Nachsicht	1	0	0	0	0	0	0	0	0	0
hartnäckig	0	1	0	0	0	0	0	0	0	0
ausfallen	0	1	0	0	0	0	0	0	0	0
Liegeplatz	1	0	0	0	0	0	0	0	0	0
Mannschaft	0	0	0	0	0	0	0	0	0	1
Erziehung	1	0	1	1	1	1	1	0	0	1
auspusten	0	1	0	0	0	0	0	0	0	0
schnappen	0	1	0	0	0	0	0	0	1	0
berüchtigt	0	1	1	0	1	1	0	0	0	0
Martyrium	0	1	0	0	0	1	0	1	0	0
Stab	1	0	0	0	0	1	0	0	0	1
Nachruf	0	1	0	0	0	0	0	1	0	0
Gentry	1	0	0	0	0	0	0	0	0	1
Umleitung	1	0	0	0	0	0	0	0	1	0
Monsun	0	1	0	0	0	0	0	1	0	0
Zyklon	0	1	0	0	0	1	0	0	1	0
Daube	0	1	0	0	0	0	0	0	0	0
Verteidigung	1	0	1	1	0	1	0	0	0	0
annullieren	0	1	0	0	0	0	0	0	1	0
heilig	1	0	0	0	0	0	0	0	0	0
beleidigend	0	1	1	0	1	1	0	1	0	0
Überlauf	0	1	0	0	0	0	0	0	0	0
trotzen	0	1	1	0	0	1	0	1	1	0
Flehen	1	0	0	0	0	0	0	0	0	1
Eigentumsübertragung	0	0	0	0	0	0	0	0	0	1
Manifestation	0	0	0	0	0	1	0	0	0	0
giftig	0	1	1	0	1	1	0	1	0	0
Dumps	0	1	1	0	0	0	0	1	0	0
Apache	0	1	0	0	0	1	0	0	0	0
Kontur	1	0	0	0	0	0	0	0	0	0
Einbeziehung	0	0	0	0	0	0	0	0	0	1
Blindheit	0	1	0	0	0	0	0	1	0	0
Schröpfen	0	1	0	0	1	1	0	1	0	0
Schwierigkeit	0	1	1	0	0	1	0	1	0	0
ordinieren	1	0	0	0	0	0	0	0	0	1
Annehmlichkeit	1	0	0	0	0	0	0	0	0	0
Praxis	1	0	0	0	0	0	0	0	0	0
Geschäft	1	0	0	1	0	0	0	0	0	0
Coup	0	0	1	0	0	0	0	0	1	0
rückwärts	0	1	0	0	1	0	0	0	0	0
Intellekt	1	0	0	0	0	0	0	0	0	0
Aufständische	0	1	0	0	0	0	0	0	0	0
Rivalität	0	1	1	0	0	0	0	0	0	0
Bock	1	0	0	0	0	1	0	0	1	0
erschlagen	0	1	1	0	0	0	0	0	0	0
spät	0	1	0	0	0	0	0	1	0	0
Rache	0	1	1	1	0	1	0	0	1	0
Nachgeschmack	0	1	0	0	0	0	0	0	0	0
einstimmig	1	0	0	0	0	0	0	0	0	0
intakt	1	0	0	0	0	0	0	0	0	1
Partnerschaft	1	0	0	0	0	0	0	0	0	1
gewohnheitsmäßig	0	0	0	1	0	0	0	0	0	0
Astronaut	1	0	0	0	0	0	0	0	0	0
Spannrolle	0	1	0	0	0	0	0	0	0	0
beschränken	0	1	1	0	1	1	0	1	0	0
trügerisch	0	1	0	0	0	0	0	0	0	0
überfallen	0	1	1	0	0	1	0	1	1	0
Eindringling	0	1	1	0	0	1	0	0	1	0
Denunziation	0	1	1	0	1	1	0	0	0	0
bedrücken	0	1	0	0	0	0	0	1	0	0
gegen	0	1	0	0	0	0	0	0	0	0
Sarg	0	1	0	0	0	1	0	1	0	0
exquisit	1	0	0	0	0	0	1	0	0	0
Ansehen	1	0	0	0	0	0	1	0	0	1
Großmutter	1	0	0	0	0	0	0	0	0	0
unterhalten	1	0	0	0	0	0	1	0	0	0
Katheter	0	1	0	0	0	0	0	0	0	0
mäßig	1	0	0	0	0	0	0	0	0	0
sterben	0	1	0	0	0	1	0	1	0	0
mitfühlend	1	0	0	0	0	0	0	0	0	0
Korrektur	0	1	0	0	0	0	0	0	0	0
uninteressiert	0	1	0	0	0	0	0	0	0	0
Junge	0	1	0	0	1	0	0	0	0	0
Gegenstand	0	1	0	0	0	0	0	0	0	0
Nächstenliebe	1	0	0	0	0	0	1	0	0	0
Zucker	1	0	0	0	0	0	0	0	0	0
Würde	1	0	0	0	0	0	0	0	0	1
luxuriös	1	0	0	0	0	0	1	0	0	0
empfehlenswert	1	0	0	0	0	0	0	0	0	1
Ausschluss	0	1	0	0	1	1	0	1	0	0
Söldner	0	1	0	0	0	1	0	0	0	0
Respektlosigkeit	0	1	1	0	0	0	0	0	0	0
Bescheinigung	0	0	0	0	0	0	0	0	0	1
Gesetzlosigkeit	0	1	1	0	0	1	0	0	0	0
Sorglosigkeit	0	1	1	0	1	0	0	0	0	0
Wurf	0	1	0	0	0	0	0	0	0	0
morbid	0	1	0	0	0	0	0	1	0	0
Atom	1	0	0	0	0	0	0	0	0	0
anspruchsvoll	0	1	0	0	0	0	0	0	0	0
Information	1	0	0	0	0	0	0	0	0	0
Unkraut	0	1	0	0	0	0	0	1	0	0
unterhaltsam	1	0	0	1	0	0	1	0	0	0
komatös	0	1	0	0	0	1	0	1	0	0
Übersetzung	0	0	0	0	0	0	0	0	0	1
mieten	1	0	0	1	0	0	1	0	0	1
Linie	0	0	0	0	0	1	0	0	0	0
unansehnlich	0	1	0	0	1	0	0	0	0	0
apostolisch	0	0	0	0	0	0	0	0	0	1
Fieber	0	0	0	0	0	1	0	0	0	0
standhaft	1	0	0	0	0	0	0	0	0	1
eskalieren	0	1	1	0	0	0	0	0	0	0
Optimismus	1	0	0	1	0	0	1	0	1	1
Prahlerei	0	1	0	0	0	0	0	0	0	0
Fälschung	0	1	1	0	0	0	0	0	0	0
grün	1	0	0	0	0	0	1	0	0	1
Erleichterung	1	0	0	0	0	0	0	0	0	0
Aufrichtigkeit	1	0	0	0	0	0	0	0	0	0
lax	0	1	0	0	0	0	0	1	0	0
Lauschangriff	0	1	0	0	0	0	0	0	0	0
unterstützen	1	0	0	0	0	0	0	0	0	0
versprechen	1	0	0	0	0	0	1	0	0	1
hervorragend	1	0	0	0	0	0	0	0	0	0
persönlich	0	0	0	0	0	0	0	0	0	1
Bandit	0	1	0	0	0	0	0	0	0	0
Chowder	1	0	0	0	0	0	0	0	0	0
sensationell	1	0	0	0	0	0	1	0	0	0
Kralle|Krallen	0	1	1	0	0	1	0	0	0	0
Erleuchtung	1	0	0	0	0	0	1	0	1	1
authentisch	1	0	0	0	0	0	1	0	0	1
kampflustig	0	1	1	0	0	1	0	0	0	0
Vergänglichkeit	0	0	0	0	0	0	0	1	1	0
erzwingen	1	0	1	0	0	1	0	0	0	0
Tarif	0	1	1	0	1	0	0	0	0	0
letztlich	1	0	0	1	0	0	0	0	0	0
schneiden	0	1	1	1	0	1	0	1	0	0
wertvoll	1	0	0	0	0	0	0	0	0	0
unauslöschlich	1	0	0	0	0	0	0	0	0	1
Navigator	0	0	0	1	0	0	0	0	0	1
Faultier	0	1	0	0	1	0	0	0	0	0
abgedunkelt	0	1	0	0	0	1	0	1	0	0
Alp	0	1	0	0	1	1	0	0	0	0
Fokus	1	0	0	0	0	0	0	0	0	0
muffig	0	1	0	0	1	0	0	0	0	0
Nachbarschaft	0	0	0	1	0	0	0	0	0	0
endgültig	1	0	0	0	0	0	0	0	0	1
Anstiftung	0	1	0	0	0	0	0	0	0	0
Trost	1	0	0	0	0	0	0	0	0	0
Sträfling	0	1	1	0	1	1	0	1	0	0
disqualifizieren	0	1	1	0	1	0	0	1	0	0
herabhängend	0	1	0	0	0	0	0	0	0	0
überarbeiten	1	0	0	0	0	0	0	0	0	0
Amnesie	0	1	0	0	0	0	0	0	0	0
stinkend	0	1	0	0	1	0	0	0	0	0
Bezeichnung	0	0	0	0	0	0	0	0	0	1
Meister	1	0	0	0	0	0	0	0	0	0
undicht	0	1	0	0	0	0	0	0	0	0
frugal	1	0	0	0	0	0	0	0	0	0
Verrückte	0	1	1	0	0	1	0	0	0	0
Vorstellung	1	0	0	0	0	0	0	0	0	0
Scheitern	0	1	0	0	1	1	0	1	0	0
Einäscherung	0	0	0	0	0	0	0	1	0	0
regieren	1	0	0	0	0	0	0	0	0	1
schrumpfen	0	1	0	0	0	1	0	1	0	0
adstringierend	0	1	0	0	0	0	0	0	0	0
ewig	1	0	0	0	0	0	0	0	0	0
senil	0	1	0	0	0	1	0	1	0	0
tragen	0	1	0	0	0	0	0	0	0	1
Lockvogel	0	0	0	0	0	0	0	0	1	0
unsterblich	1	0	0	1	0	0	1	1	0	1
Unterdrücker	0	1	1	0	0	1	0	1	0	0
Beweis	0	0	0	0	0	0	0	0	0	1
teilen	0	1	0	0	0	0	0	0	0	0
Desinvestitions	0	1	0	0	0	0	0	0	0	0
falsch	0	1	1	0	1	0	0	0	0	0
Geplapper	0	1	0	0	0	0	0	0	0	0
Bande	0	1	1	0	0	1	0	0	0	0
donnernd	0	1	1	0	0	1	0	0	0	0
wimmeln	0	0	0	0	1	0	0	0	0	0
exotisch	1	0	0	0	0	0	0	0	0	0
Katechismus	0	0	0	0	1	0	0	0	0	0
Infektion	0	1	0	0	0	1	0	0	0	0
wunderbar	1	0	0	1	0	0	1	0	0	1
diskret	1	0	0	1	0	0	0	0	0	0
Clan	0	0	0	0	0	0	0	0	0	1
berühren	0	1	0	0	0	0	0	0	0	0
überlasten	0	1	0	0	0	0	0	0	0	0
rüstig	0	0	0	0	1	0	0	0	0	0
muskulös	1	0	0	0	0	0	0	0	0	0
Vorbeugung	1	0	0	1	0	0	0	0	0	0
Ziel	1	0	0	1	0	0	0	0	0	1
Ausführung	0	1	1	0	0	1	0	1	0	1
Lamm	1	0	0	0	0	0	1	0	0	1
zucken	0	1	0	1	1	1	0	1	1	0
jammern	0	1	0	0	1	0	0	1	0	0
Störung	0	1	1	0	0	1	0	1	1	0
Schaft	0	0	0	0	0	1	0	0	0	0
absichtlich	1	0	0	0	0	0	0	0	0	0
Misstrauen	0	1	1	0	1	1	0	0	0	0
Geburtshilfe	1	0	0	0	0	0	0	0	0	0
Foul	0	1	1	0	1	1	0	0	0	0
obstruieren	0	1	0	0	0	0	0	0	0	0
Decke	0	0	0	0	0	0	0	0	0	1
Turner	1	0	0	0	0	0	0	0	0	0
Unterhaltung	1	0	0	1	0	0	1	0	1	1
Reise	1	0	0	0	0	0	0	0	0	0
Bewusstsein	1	0	0	0	0	0	0	0	0	0
nasskalt	0	0	0	0	1	0	0	0	0	0
bauchig	0	1	0	0	0	0	0	0	0	0
Lebewesen	0	0	0	0	1	0	0	0	0	0
Dekrement	0	1	0	0	0	0	0	0	0	0
verabscheuen	0	1	1	0	1	1	0	0	0	0
rechthaberisch	0	1	1	0	0	0	0	0	0	0
abenteuerlich	1	0	0	0	0	0	0	0	0	0
Skandal	0	1	0	0	0	1	0	0	0	0
erwidern	1	0	0	0	0	0	0	0	0	0
kohärent	1	0	0	0	0	0	0	0	0	0
zwecklos	0	1	0	0	0	0	0	1	0	0
zerebral	1	0	0	0	0	0	0	0	0	0
düster	0	1	0	0	1	1	0	1	0	0
Nektar	1	0	0	0	0	0	0	0	0	0
verzögern	0	1	0	0	1	1	0	1	0	0
eingeweiht	0	1	0	0	0	0	0	0	0	1
festhalten	0	1	0	0	0	0	0	0	0	0
Herstellung	0	1	0	0	0	0	0	0	0	1
Einfluss	1	0	0	0	0	0	0	0	0	0
Lücke	0	1	0	0	0	0	0	0	0	0
Peinlichkeit	0	1	0	0	1	0	0	0	0	0
Beitrag	1	0	0	0	0	0	0	0	0	1
Vorrichtung	1	0	0	0	0	0	0	0	0	0
reorganisieren	1	0	0	0	0	0	0	0	0	0
Alkoholismus	0	1	1	0	1	1	0	1	0	0
Sterblichkeit	0	1	1	0	0	1	0	1	0	0
Spreu	0	1	1	0	0	1	0	0	0	0
negativ	0	1	1	0	1	1	0	1	0	0
Muskete	0	0	0	0	0	1	0	0	0	0
Zeit	0	0	0	1	0	0	0	0	0	0
Einweisung	0	1	0	0	0	0	0	1	0	0
Ankündigung	0	0	0	1	0	0	0	0	0	0
überflüssig	0	1	0	0	0	0	0	0	0	0
erziehen	1	0	0	0	0	0	0	0	0	0
Köpfchen	1	0	0	0	0	0	0	0	0	0
Abenteuer	1	0	0	1	0	0	0	0	0	0
Ware	1	0	0	0	0	0	0	0	0	0
Leibwächter	1	0	0	0	0	0	0	0	0	1
Köder	0	1	0	0	0	1	0	0	0	1
frei	1	0	0	0	0	0	1	0	0	1
Bauch	0	0	0	0	1	0	0	0	0	0
Geschenk	1	0	0	1	0	0	1	0	1	1
Sofa	0	0	0	0	0	0	0	1	0	0
Strudel	0	0	0	0	0	1	0	0	0	0
Safe	1	0	0	0	0	0	1	0	0	1
Dichtung	1	0	0	0	0	0	0	0	0	1
Kapitalist	1	0	0	0	0	0	0	0	0	0
Kongressabgeordnete	0	0	0	0	0	0	0	0	0	1
unehrlich	0	1	1	0	1	0	0	1	0	0
Anarchie	0	1	1	0	0	1	0	0	0	0
Wort	0	1	1	0	0	0	0	0	0	0
Düsternis	0	1	0	0	0	0	0	1	0	0
Günstlingswirtschaft	1	0	0	0	0	0	0	0	0	0
klebrig	0	0	0	0	1	0	0	0	0	0
Bequemlichkeit	1	0	0	0	0	0	0	0	0	0
anal	0	1	0	0	0	0	0	0	0	0
Massage	1	0	0	0	0	0	1	0	0	0
beißen	0	1	0	0	0	0	0	0	0	0
Widerspruch	0	1	0	0	0	0	0	0	0	0
unversöhnlich	0	1	1	0	0	1	0	1	0	0
Parade	1	0	0	1	0	1	1	0	1	0
Spielplatz	1	0	0	1	0	0	1	0	1	1
verwesen	0	1	0	0	1	0	0	1	0	0
vorbereiten	1	0	0	1	0	0	0	0	0	1
lüstern	0	1	0	0	0	0	0	0	0	0
Horn	0	0	0	1	0	0	0	0	0	0
Entartung	0	1	1	0	1	0	0	1	0	0
schmeichelhaft	1	0	0	0	0	0	1	0	0	0
herzlos	0	1	0	0	0	0	0	1	0	0
Gedenkstätte	0	0	0	0	0	0	0	1	0	0
angehen	0	0	1	0	0	0	0	0	1	0
Cafe	1	0	0	0	0	0	0	0	0	0
Krampf	0	1	0	1	0	0	0	0	0	0
Depression	0	1	0	0	0	0	0	1	0	0
Grausamkeit	0	1	1	0	1	1	0	1	0	0
Ephemeride	1	0	0	0	0	0	0	0	0	0
Unmenschlichkeit	0	1	0	0	0	0	0	1	0	0
Bund	0	1	0	0	0	1	0	0	0	0
Scharade	0	1	0	0	0	0	0	0	0	0
zersetzen	0	0	0	0	1	0	0	0	0	0
blasphemisch	0	1	1	0	1	0	0	0	0	0
armselig	0	1	0	0	1	0	0	1	0	0
Geisel	0	1	1	0	0	1	0	0	0	0
Erbschaft	1	0	0	1	0	0	1	0	1	1
Einkommen	1	0	0	1	0	0	1	1	0	1
hässlich	0	1	0	0	1	0	0	0	0	0
mürrisch	0	1	1	0	1	0	0	1	0	0
elend	0	1	1	0	1	1	0	1	0	0
Abschluss	1	0	0	1	0	0	1	0	0	0
hörig	0	1	1	0	1	1	0	1	0	0
bitten	0	1	0	0	0	0	0	1	0	0
gefährlich	0	1	0	0	0	1	0	0	0	0
fäkal	0	1	0	0	1	0	0	0	0	0
Kreuz	0	1	0	0	0	0	0	0	0	0
Schlaganfall	0	1	0	0	0	1	0	1	0	0
verbannen	0	1	1	0	1	1	0	1	0	0
verweigern	0	1	1	0	0	0	0	0	0	0
amüsieren	1	0	0	0	0	0	1	0	0	0
Unterstützung	1	0	0	0	0	0	0	0	0	1
außergerichtlich	0	1	0	0	0	1	0	0	0	0
Invasion	0	1	1	0	0	0	0	0	0	0
Marge	0	1	0	0	0	0	0	1	0	0
Gähnen	0	1	0	0	0	0	0	0	0	0
Vorläufer	1	0	0	0	0	0	0	0	0	0
erreichen	1	0	0	0	0	0	1	0	0	1
verbieten	0	1	1	0	1	1	0	0	0	0
unbestreitbar	1	0	0	0	0	0	0	0	0	1
Neufassung	1	0	0	0	0	0	0	0	0	0
Räumung	0	1	1	0	1	1	0	1	0	0
Beutezug	0	1	1	0	0	0	0	0	0	0
mathematisch	0	0	0	0	0	0	0	0	0	1
Sündenbock	0	1	1	0	0	1	0	0	0	0
blutrünstig	0	1	1	0	1	1	0	0	0	0
Vollständigkeit	1	0	0	0	0	0	0	0	0	0
Weihe	1	0	0	1	0	0	1	1	0	1
vergittern	0	1	0	0	0	0	0	0	0	0
Indoktrination	0	1	1	0	0	1	0	0	0	0
Prophezeiung	0	0	0	1	0	0	0	0	0	0
Akrobat	1	0	0	0	0	1	1	0	0	1
Ortsstatut	0	0	0	0	0	0	0	0	0	1
galant	1	0	0	0	0	0	0	0	0	0
hysterisch	0	1	1	0	0	1	0	0	0	0
schikanös	0	0	1	0	0	0	0	0	0	0
Handgemenge	0	1	0	0	0	1	0	0	0	0
Ankerplatz	1	0	0	0	0	0	0	1	0	0
Gelächter	1	0	0	1	0	0	1	0	1	0
Schein	0	1	1	0	1	0	0	0	0	0
Dreck	0	1	0	0	1	0	0	0	0	0
ähnlich	0	0	0	0	0	0	0	0	0	1
Gleichgültigkeit	0	1	1	0	1	1	0	1	0	0
verraten	0	1	1	0	1	0	0	1	1	0
Ahnung	0	1	0	1	0	1	0	0	0	0
Priester	1	0	0	0	0	0	0	0	0	1
Gang	1	0	0	0	0	0	0	0	0	0
Entfremdung	0	1	1	0	1	1	0	1	0	0
arraignment	0	1	1	0	0	1	0	1	0	0
Apfelwein	1	0	0	0	0	0	0	0	0	0
knackig	0	1	0	0	0	0	0	0	0	1
Schraubenschlüssel	0	1	0	0	0	0	0	0	0	0
treu	1	0	0	0	0	0	0	0	0	1
bedecken	0	1	0	0	0	0	0	0	0	0
unsicher	0	1	1	0	1	1	0	0	1	0
Rückerstattung	1	0	0	0	0	0	0	0	0	1
antiquiert	0	1	0	0	0	0	0	0	0	0
Wertung	0	1	1	0	0	1	0	1	0	0
fortschreiten	1	0	0	0	0	0	0	0	0	0
Strafe	0	1	1	0	0	1	0	1	0	0
Offensive	0	1	1	0	1	0	0	0	0	0
Ketzer	0	1	0	0	1	0	0	0	0	0
Junta	0	1	0	0	0	0	0	0	0	0
Diskussion	1	0	0	0	0	0	0	0	0	0
verschärfen	0	1	1	0	0	0	0	0	0	0
herrschen	1	0	0	1	0	0	1	0	0	0
kitzeln	1	0	0	1	0	0	1	0	1	1
Prüfung	0	1	0	0	0	1	0	0	1	0
Omen	0	1	0	1	0	1	0	0	0	0
Müßiggänger	0	1	0	0	0	0	0	0	0	0
entlüften	0	1	1	0	0	0	0	1	0	0
Biene	0	0	1	0	0	1	0	0	0	0
Geheimhaltung	0	0	0	0	0	0	0	0	1	1
entschuldigen	1	0	0	0	0	0	0	1	0	1
Fraktur	0	1	0	0	0	0	0	0	0	0
höflich	1	0	0	0	0	0	0	0	0	0
taumeln	0	0	0	0	0	0	0	0	1	0
authentifizieren	0	0	0	0	0	0	0	0	0	1
angenehm	1	0	0	1	0	0	1	0	1	1
Streich	0	1	0	0	0	0	0	0	1	0
impotent	0	1	0	0	0	0	0	0	0	0
Improvisation	0	0	0	0	0	0	0	0	1	0
Einfall	0	1	0	0	0	1	0	0	0	0
Band	1	0	1	1	0	0	1	0	0	0
